Time,WR,HR,VE,BF,VO2rel,HRR,VO2,,,
5,25,105,15342.626,18,6.8138,35.57692308,0.40405834,,,
6,25,107,16249.961,19,5.6023,37.5,0.33221639,,,
7,25,109,16249.961,19,5.7061,39.42307692,0.33837173,,,
8,25,112,15865.031,19,7.2099,42.30769231,0.42754707,,,
9,25,114,15865.031,19,9.5686,44.23076923,0.56741798,,,
10,25,117,16497.416,19,11.8216,47.11538462,0.70102088,,,
11,25,118,16497.416,20,14.0827,48.07692308,0.83510411,,,
12,25,120,16200.47,20,17.2483,50,1.02282419,,,
13,25,121,16200.47,20,16.1598,50.96153846,0.95827614,,,
14,25,122,16200.47,20,2.9638,51.92307692,0.17575334,,,
15,25,123,17476.238,20,7.3759,52.88461538,0.43739087,,,
16,25,122,17888.663,20,10.0023,51.92307692,0.59313639,,,
17,25,121,17888.663,21,9.312,50.96153846,0.5522016,,,
18,25,120,17888.663,21,9.8973,50,0.58690989,,,
19,25,117,18279.092,22,11.7583,47.11538462,0.69726719,,,
20,25,114,19521.866,24,12.1991,44.23076923,0.72340663,,,
21,25,111,19521.866,27,10.1151,41.34615385,0.59982543,,,
22,25,110,19521.866,29,8.6406,40.38461538,0.51238758,,,
23,25,107,21028.592,29,10.3658,37.5,0.61469194,,,
24,25,105,21028.592,29,12.091,35.57692308,0.7169963,,,
25,25,104,21116.576,29,11.7179,34.61538462,0.69487147,,,
26,25,103,21116.576,29,11.1624,33.65384615,0.66193032,,,
27,25,103,21116.576,28,12.1481,33.65384615,0.72038233,,,
28,25,103,23783.591,28,14.2499,33.65384615,0.84501907,,,
29,25,103,23783.591,27,16.3516,33.65384615,0.96964988,,,
30,25,103,23783.591,26,18.4534,33.65384615,1.09428662,,,
31,25,103,21056.087,26,13.901,33.65384615,0.8243293,,,
32,25,103,21056.087,26,9.0714,33.65384615,0.53793402,,,
33,25,103,21056.087,26,7.996,33.65384615,0.4741628,,,
34,25,104,19934.291,25,9.2215,34.61538462,0.54683495,,,
35,25,104,19934.291,25,10.0673,34.61538462,0.59699089,,,
36,25,103,20396.207,24,10.0269,33.65384615,0.59459517,,,
37,25,102,20396.207,24,9.9865,32.69230769,0.59219945,,,
38,25,102,20060.768,24,11.6138,32.69230769,0.68869834,,,
39,25,102,20060.768,24,13.9558,32.69230769,0.82757894,,,
40,25,101,20302.724,24,14.1139,31.73076923,0.83695427,,,
41,25,101,20302.724,24,13.2441,31.73076923,0.78537513,,,
42,25,101,20302.724,24,12.8014,31.73076923,0.75912302,,,
43,25,101,21985.418,24,13.8728,31.73076923,0.82265704,,,
44,25,101,21985.418,23,14.9441,31.73076923,0.88618513,,,
45,25,101,21985.418,23,16.0155,31.73076923,0.94971915,,,
46,25,102,18724.511,23,14.9128,32.69230769,0.88432904,,,
47,25,102,18724.511,23,13.0462,32.69230769,0.77363966,,,
48,25,102,18724.511,23,11.6827,32.69230769,0.69278411,,,
49,25,101,19450.379,23,11.2133,31.73076923,0.66494869,,,
50,25,101,19450.379,23,10.744,31.73076923,0.6371192,,,
51,25,101,20203.742,24,10.9974,31.73076923,0.65214582,,,
52,25,100,20203.742,24,11.2809,30.76923077,0.66895737,,,
53,25,100,20060.768,24,11.1715,30.76923077,0.66246995,,,
54,25,100,20060.768,24,10.9093,30.76923077,0.64692149,,,
55,25,100,20610.668,24,11.3423,30.76923077,0.67259839,,,
56,25,100,20610.668,24,12.1664,30.76923077,0.72146752,,,
