Time,WR,HR,VE,BF,VO2rel,HRR,VO2,,,
9,25,81,12508.17,16,5.3703,24.29906542,0.34047702,,,
10,25,82,12508.17,16,6.6954,25.23364486,0.42448836,,,
11,25,84,15315.87,17,8.0205,27.10280374,0.5084997,,,
12,25,84,15315.87,18,9.1862,27.10280374,0.58240508,,,
13,25,85,15315.87,19,8.9172,28.03738318,0.56535048,,,
14,25,85,15315.87,19,8.6481,28.03738318,0.54828954,,,
15,25,85,16140.99,19,8.3791,28.03738318,0.53123494,,,
16,25,84,16140.99,18,9.8857,27.10280374,0.62675338,,,
17,25,84,16140.99,18,12.1533,27.10280374,0.77051922,,,
18,25,84,13573.95,18,14.4209,27.10280374,0.91428506,,,
19,25,83,13573.95,18,14.5082,26.1682243,0.91981988,,,
20,25,83,13573.95,19,14.1801,26.1682243,0.89901834,,,
21,25,83,16656.69,19,13.9615,26.1682243,0.8851591,,,
22,25,82,16656.69,20,13.9554,25.23364486,0.88477236,,,
23,25,82,16656.69,20,13.9493,25.23364486,0.88438562,,,
24,25,80,16817.13,21,13.9431,23.36448598,0.88399254,,,
25,25,79,16817.13,20,12.6023,22.42990654,0.79898582,,,
26,25,78,16817.13,20,9.9267,21.4953271,0.62935278,,,
27,25,78,17378.67,20,7.2511,21.4953271,0.45971974,,,
28,25,77,17378.67,20,6.734,20.56074766,0.4269356,,,
29,25,76,17378.67,20,6.8986,19.62616822,0.43737124,,,
30,25,76,17407.32,20,7.2756,19.62616822,0.46127304,,,
31,25,77,17407.32,20,9.5647,20.56074766,0.60640198,,,
32,25,77,17745.39,20,11.8538,20.56074766,0.75153092,,,
33,25,77,17745.39,20,12.7638,20.56074766,0.80922492,,,
34,25,77,17745.39,20,11.4237,20.56074766,0.72426258,,,
35,25,76,17848.53,20,10.0836,19.62616822,0.63930024,,,
36,25,76,17848.53,20,9.4162,19.62616822,0.59698708,,,
37,25,76,17848.53,21,9.2362,19.62616822,0.58557508,,,
38,25,77,18765.33,21,9.0561,20.56074766,0.57415674,,,
39,25,77,18765.33,21,10.4392,20.56074766,0.66184528,,,
40,25,77,18765.33,21,11.9583,20.56074766,0.75815622,,,
41,25,77,16771.29,21,13.4775,20.56074766,0.8544735,,,
42,25,77,16771.29,21,13.0013,20.56074766,0.82428242,,,
43,25,77,16966.11,21,12.3977,20.56074766,0.78601418,,,
44,25,77,16966.11,21,12.0031,20.56074766,0.76099654,,,
45,25,78,16966.11,22,11.9494,21.4953271,0.75759196,,,
46,25,79,16966.11,22,11.9216,22.42990654,0.75582944,,,
47,25,79,20530.17,22,12.1273,22.42990654,0.76887082,,,
48,25,79,20530.17,21,12.3331,22.42990654,0.78191854,,,
49,25,79,20530.17,21,12.5388,22.42990654,0.79495992,,,
50,25,79,20530.17,21,12.7446,22.42990654,0.80800764,,,
51,25,79,20530.17,21,12.9503,22.42990654,0.82104902,,,
52,25,80,20530.17,21,13.1561,23.36448598,0.83409674,,,
53,25,80,18667.92,20,13.1131,23.36448598,0.83137054,,,
54,25,80,18667.92,19,12.5417,23.36448598,0.79514378,,,
55,25,81,18667.92,18,11.9703,24.29906542,0.75891702,,,
56,25,81,18656.46,18,11.3988,24.29906542,0.72268392,,,
57,25,81,18656.46,17,11.6062,24.29906542,0.73583308,,,
58,25,81,18656.46,17,11.9001,24.29906542,0.75446634,,,
59,25,82,18656.46,17,12.194,25.23364486,0.7730996,,,
60,25,82,18920.04,17,12.475,25.23364486,0.790915,,,
61,25,82,18920.04,17,12.5543,25.23364486,0.79594262,,,
