Time,WR,HR,VE,BF,VO2rel,HRR,VO2,,,
8,25,90,26757.844,21,12.4164,19.08396947,0.9684792,,,
9,25,91,26757.844,22,12.3902,19.84732824,0.9664356,,,
10,25,94,26757.844,23,12.364,22.13740458,0.964392,,,
11,25,97,26757.844,23,12.3613,24.42748092,0.9641814,,,
12,25,98,27222.649,23,12.9222,25.19083969,1.0079316,,,
13,25,100,27222.649,22,13.4831,26.71755725,1.0516818,,,
14,25,100,27222.649,21,14.0439,26.71755725,1.0954242,,,
15,25,102,29174.83,21,13.2165,28.24427481,1.030887,,,
16,25,103,29174.83,21,11.6739,29.00763359,0.9105642,,,
17,25,104,29174.83,21,10.4935,29.77099237,0.818493,,,
18,25,104,30341.068,22,11.2149,29.77099237,0.8747622,,,
19,25,105,30341.068,21,11.9364,30.53435115,0.9310392,,,
20,25,105,30341.068,21,12.4104,30.53435115,0.9680112,,,
21,25,105,30341.068,21,12.6561,30.53435115,0.9871758,,,
22,25,105,30341.068,21,12.9018,30.53435115,1.0063404,,,
23,25,105,30341.068,21,11.5671,30.53435115,0.9022338,,,
24,25,105,31904.503,21,9.0878,30.53435115,0.7088484,,,
25,25,105,31904.503,21,6.6086,30.53435115,0.5154708,,,
26,25,105,31904.503,21,4.1293,30.53435115,0.3220854,,,
27,25,105,29428.36,20,5.9762,30.53435115,0.4661436,,,
28,25,104,29428.36,20,8.6471,29.77099237,0.6744738,,,
29,25,103,29428.36,19,11.318,29.00763359,0.882804,,,
30,25,103,27881.827,19,13.7523,29.00763359,1.0726794,,,
31,25,103,27881.827,19,15.9303,29.00763359,1.2425634,,,
32,25,102,27881.827,19,18.1083,28.24427481,1.4124474,,,
33,25,101,27881.827,19,18.4611,27.48091603,1.4399658,,,
34,25,101,29673.439,19,17.4921,27.48091603,1.3643838,,,
35,25,101,29673.439,19,16.5232,27.48091603,1.2888096,,,
36,25,101,29673.439,19,15.5596,27.48091603,1.2136488,,,
37,25,101,29107.222,19,14.8593,27.48091603,1.1590254,,,
38,25,101,29107.222,19,14.159,27.48091603,1.104402,,,
39,25,101,29107.222,19,13.4051,27.48091603,1.0455978,,,
40,25,100,28473.397,19,12.3217,26.71755725,0.9610926,,,
41,25,99,28431.142,19,11.3164,25.95419847,0.8826792,,,
42,25,97,28431.142,20,11.0138,24.42748092,0.8590764,,,
43,25,96,27586.042,20,11.2913,23.66412214,0.8807214,,,
44,25,95,27586.042,21,12.4393,22.90076336,0.9702654,,,
45,25,93,29039.614,22,13.3269,21.3740458,1.0394982,,,
46,25,92,29039.614,22,12.3058,20.61068702,0.9598524,,,
47,25,91,29039.614,23,11.4028,19.84732824,0.8894184,,,
48,25,91,31558.012,23,12.3513,19.84732824,0.9634014,,,
49,25,90,31558.012,24,13.2998,19.08396947,1.0373844,,,
50,25,89,29048.065,24,13.3312,18.32061069,1.0398336,,,
51,25,89,29048.065,25,11.9871,18.32061069,0.9349938,,,
52,25,89,30180.499,26,11.083,18.32061069,0.864474,,,
53,25,89,30180.499,27,13.4057,18.32061069,1.0456446,,,
54,25,89,30180.499,27,15.7283,18.32061069,1.2268074,,,
55,25,89,31405.894,27,13.3996,18.32061069,1.0451688,,,
56,25,89,31405.894,27,10.4365,18.32061069,0.814047,,,
57,25,89,31127.011,27,9.3078,18.32061069,0.7260084,,,
58,25,89,31127.011,27,10.9305,18.32061069,0.852579,,,
59,25,88,31127.011,27,12.5533,17.55725191,0.9791574,,,
60,25,87,29884.714,26,10.2954,16.79389313,0.8030412,,,
61,25,87,29884.714,26,7.9584,16.79389313,0.6207552,,,
62,25,85,28498.75,25,7.5301,15.26717557,0.5873478,,,
63,25,85,28498.75,25,8.4841,15.26717557,0.6617598,,,
64,25,84,28498.75,24,9.438,14.50381679,0.736164,,,
65,25,84,26394.451,24,9.8278,14.50381679,0.7665684,,,
66,25,84,26394.451,24,10.0766,14.50381679,0.7859748,,,
67,25,85,26986.021,24,10.4953,15.26717557,0.8186334,,,
68,25,84,26986.021,24,11.516,14.50381679,0.898248,,,
69,25,84,26986.021,24,12.5366,14.50381679,0.9778548,,,
70,25,84,25616.959,24,11.0088,14.50381679,0.8586864,,,
71,25,83,25616.959,24,8.2815,13.74045802,0.645957,,,
72,25,83,25076.095,24,9.1331,13.74045802,0.7123818,,,
73,25,83,25076.095,25,10.0578,13.74045802,0.7845084,,,
74,25,83,25693.018,25,10.7617,13.74045802,0.8394126,,,
75,25,83,25693.018,25,11.4354,13.74045802,0.8919612,,,
76,25,83,25659.214,25,10.7398,13.74045802,0.8377044,,,
77,25,83,25659.214,25,8.9683,13.74045802,0.6995274,,,
78,25,82,27045.178,25,7.9315,12.97709924,0.618657,,,
79,25,81,27045.178,26,8.9854,12.21374046,0.7008612,,,
80,25,81,27045.178,26,10.0394,12.21374046,0.7830732,,,
81,25,81,26386,26,10.6498,12.21374046,0.8306844,,,
82,25,81,26386,26,10.939,12.21374046,0.853242,,,
83,25,80,26386,26,11.2281,11.45038168,0.8757918,,,
84,25,80,24332.407,26,10.4737,11.45038168,0.8169486,,,
85,25,80,24332.407,26,9.6286,11.45038168,0.7510308,,,
86,25,79,25464.841,26,9.9774,10.6870229,0.7782372,,,
87,25,79,25464.841,25,11.1223,10.6870229,0.8675394,,,
88,25,79,25464.841,25,12.2672,10.6870229,0.9568416,,,
89,25,79,23969.014,25,11.2353,10.6870229,0.8763534,,,
90,25,79,23969.014,25,9.6593,10.6870229,0.7534254,,,
91,25,79,23969.014,24,8.7604,10.6870229,0.6833112,,,
92,25,78,25194.409,24,9.6024,9.923664122,0.7489872,,,
93,25,78,25194.409,23,10.4444,9.923664122,0.8146632,,,
94,25,77,25194.409,23,11.2865,9.160305344,0.880347,,,
95,25,77,24754.957,23,11.3329,9.160305344,0.8839662,,,
