Time,WR,HR,VE,BF,VO2rel,HRR,VO2,,,
13,25,105,16861.274,13,10.3481,37.69230769,0.7761075,,,
14,25,104,16861.274,13,10.5404,36.92307692,0.79053,,,
15,25,103,16861.274,13,10.7328,36.15384615,0.80496,,,
16,25,103,18337.094,13,10.9252,36.15384615,0.81939,,,
17,25,103,18337.094,14,10.8339,36.15384615,0.8125425,,,
18,25,103,18337.094,14,10.4353,36.15384615,0.7826475,,,
19,25,103,18337.094,14,10.0367,36.15384615,0.7527525,,,
20,25,103,19476.755,14,9.6381,36.15384615,0.7228575,,,
21,25,101,19476.755,14,9.2911,34.61538462,0.6968325,,,
22,25,100,19476.755,14,9.3221,33.84615385,0.6991575,,,
23,25,97,19476.755,14,9.3532,31.53846154,0.70149,,,
24,25,96,19476.755,14,9.3842,30.76923077,0.703815,,,
25,25,94,20608.217,14,9.4901,29.23076923,0.7117575,,,
26,25,93,20608.217,14,9.6651,28.46153846,0.7248825,,,
27,25,92,20608.217,14,9.8401,27.69230769,0.7380075,,,
28,25,91,20608.217,14,10.0151,26.92307692,0.7511325,,,
29,25,91,21272.336,14,10.1053,26.92307692,0.7578975,,,
30,25,92,21272.336,14,10.0152,27.69230769,0.75114,,,
31,25,93,21272.336,14,9.9251,28.46153846,0.7443825,,,
32,25,94,21272.336,14,9.8349,29.23076923,0.7376175,,,
33,25,94,20559.023,14,9.9223,29.23076923,0.7441725,,,
34,25,94,20559.023,14,10.2547,29.23076923,0.7691025,,,
35,25,94,20559.023,14,10.5871,29.23076923,0.7940325,,,
36,25,94,20559.023,13,10.9196,29.23076923,0.81897,,,
37,25,94,20559.023,13,11.252,29.23076923,0.8439,,,
38,25,94,20747.6,14,10.9788,29.23076923,0.82341,,,
39,25,94,20747.6,14,10.1465,29.23076923,0.7609875,,,
40,25,93,20747.6,14,9.3142,28.46153846,0.698565,,,
41,25,93,21477.311,14,8.482,28.46153846,0.63615,,,
42,25,93,21477.311,14,8.4058,28.46153846,0.630435,,,
43,25,93,21477.311,14,8.9237,28.46153846,0.6692775,,,
44,25,94,21477.311,14,9.4416,29.23076923,0.70812,,,
45,25,94,21477.311,14,9.9595,29.23076923,0.7469625,,,
46,25,94,21460.913,14,10.3743,29.23076923,0.7780725,,,
47,25,94,21460.913,14,10.3763,29.23076923,0.7782225,,,
48,25,93,21460.913,14,10.3783,28.46153846,0.7783725,,,
49,25,93,21460.913,14,10.3803,28.46153846,0.7785225,,,
50,25,93,21764.276,14,10.343,28.46153846,0.775725,,,
51,25,93,21764.276,14,10.0171,28.46153846,0.7512825,,,
52,25,93,21764.276,14,9.6912,28.46153846,0.72684,,,
