Time,WR,HR,VE,BF,VO2rel,HRR,VO2,,,
7,25,71,12111.134,19,7.6526,9.016393443,0.497419,,,
8,25,74,12111.134,19,8.2437,11.47540984,0.5358405,,,
9,25,76,13541.744,19,8.8348,13.1147541,0.574262,,,
10,25,79,13541.744,20,9.4617,15.57377049,0.6150105,,,
11,25,82,13541.744,21,10.0935,18.03278689,0.6560775,,,
12,25,84,17594.03,21,10.7253,19.67213115,0.6971445,,,
13,25,88,17594.03,21,11.3571,22.95081967,0.7382115,,,
14,25,94,17594.03,21,10.2506,27.86885246,0.666289,,,
15,25,95,17141.558,21,9.0331,28.68852459,0.5871515,,,
16,25,96,17141.558,22,8.2781,29.50819672,0.5380765,,,
17,25,97,17141.558,22,7.6248,30.32786885,0.495612,,,
18,25,95,19543.652,22,7.0154,28.68852459,0.456001,,,
19,25,94,19543.652,23,7.461,27.86885246,0.484965,,,
20,25,93,18439.088,23,7.9067,27.04918033,0.5139355,,,
21,25,92,18439.088,24,8.4369,26.2295082,0.5483985,,,
22,25,91,18439.088,24,9.1173,25.40983607,0.5926245,,,
23,25,90,18133.004,23,9.7978,24.59016393,0.636857,,,
24,25,90,18133.004,23,9.9754,24.59016393,0.648401,,,
25,25,90,18133.004,23,10.0712,24.59016393,0.654628,,,
26,25,89,18186.236,22,10.1669,23.7704918,0.6608485,,,
27,25,89,18186.236,22,10.3851,23.7704918,0.6750315,,,
28,25,90,18186.236,22,10.6233,24.59016393,0.6905145,,,
29,25,92,17514.182,22,10.8614,26.2295082,0.705991,,,
30,25,93,17514.182,21,10.6011,27.04918033,0.6890715,,,
31,25,95,17514.182,21,10.0352,28.68852459,0.652288,,,
32,25,95,15950.492,21,9.4693,28.68852459,0.6155045,,,
33,25,95,15950.492,21,8.9034,28.68852459,0.578721,,,
34,25,95,15950.492,21,8.779,28.68852459,0.570635,,,
35,25,94,15950.492,21,8.6546,27.86885246,0.562549,,,
36,25,94,15697.64,21,8.5301,27.86885246,0.5544565,,,
37,25,93,15697.64,21,8.7377,27.04918033,0.5679505,,,
38,25,93,15697.64,21,9.0282,27.04918033,0.586833,,,
39,25,91,15398.21,20,9.3187,25.40983607,0.6057155,,,
40,25,90,15398.21,20,9.5687,24.59016393,0.6219655,,,
41,25,90,15398.21,20,9.7995,24.59016393,0.6369675,,,
42,25,89,14692.886,20,10.0304,23.7704918,0.651976,,,
43,25,88,14692.886,19,10.41,22.95081967,0.67665,,,
44,25,89,14692.886,19,10.8663,23.7704918,0.7063095,,,
45,25,89,14633,19,11.3226,23.7704918,0.735969,,,
46,25,89,14633,19,11.4549,23.7704918,0.7445685,,,
47,25,91,14633,19,11.3528,25.40983607,0.737932,,,
48,25,91,14872.544,19,11.2506,25.40983607,0.731289,,,
49,25,91,14872.544,19,11.2149,25.40983607,0.7289685,,,
50,25,92,14872.544,19,11.4452,26.2295082,0.743938,,,
51,25,93,14872.544,19,11.6755,27.04918033,0.7589075,,,
52,25,94,16449.542,19,11.9059,27.86885246,0.7738835,,,
53,25,94,16449.542,18,12.1362,27.86885246,0.788853,,,
54,25,93,16449.542,18,11.3231,27.04918033,0.7360015,,,
55,25,92,16449.542,18,10.1041,26.2295082,0.6567665,,,
56,25,92,15364.94,18,8.8852,26.2295082,0.577538,,,
57,25,92,15364.94,18,8.1752,26.2295082,0.531388,,,
58,25,92,15364.94,18,8.2286,26.2295082,0.534859,,,
59,25,93,16416.272,18,8.282,27.04918033,0.53833,,,
60,25,92,16416.272,18,9.0909,26.2295082,0.5909085,,,
61,25,92,16416.272,18,10.5971,26.2295082,0.6888115,,,
62,25,91,16336.424,18,12.1033,25.40983607,0.7867145,,,
63,25,91,16336.424,18,11.8446,25.40983607,0.769899,,,
64,25,91,16336.424,18,11.5124,25.40983607,0.748306,,,
65,25,91,17221.406,18,11.6068,25.40983607,0.754442,,,
66,25,91,17221.406,18,12.1278,25.40983607,0.788307,,,
67,25,91,17760.38,18,12.6489,25.40983607,0.8221785,,,
68,25,91,17760.38,19,11.7696,25.40983607,0.765024,,,
69,25,90,18246.122,19,10.6993,24.59016393,0.6954545,,,
70,25,90,18246.122,19,10.314,24.59016393,0.67041,,,
71,25,90,18246.122,20,11.69,24.59016393,0.75985,,,
72,25,90,17221.406,20,13.0659,24.59016393,0.8492835,,,
73,25,91,17221.406,20,12.3838,25.40983607,0.804947,,,
74,25,91,17221.406,21,11.25,25.40983607,0.73125,,,
75,25,91,17973.308,21,10.1161,25.40983607,0.6575465,,,
76,25,91,17973.308,22,9.7258,25.40983607,0.632177,,,
77,25,91,17973.308,22,9.5704,25.40983607,0.622076,,,
78,25,91,17840.228,22,9.4149,25.40983607,0.6119685,,,
79,25,90,17840.228,22,9.6174,24.59016393,0.625131,,,
80,25,91,17840.228,22,10.2401,25.40983607,0.6656065,,,
81,25,91,18565.514,22,10.8627,25.40983607,0.7060755,,,
82,25,91,18565.514,22,11.0085,25.40983607,0.7155525,,,
83,25,91,18565.514,22,10.8861,25.40983607,0.7075965,,,
84,25,90,18632.054,22,10.7637,24.59016393,0.6996405,,,
85,25,90,18632.054,22,10.8581,24.59016393,0.7057765,,,
86,25,90,18632.054,22,10.9766,24.59016393,0.713479,,,
87,25,90,17494.22,22,11.0951,24.59016393,0.7211815,,,
88,25,89,17494.22,21,11.3294,23.7704918,0.736411,,,
89,25,90,17494.22,21,11.5767,24.59016393,0.7524855,,,
90,25,90,17607.338,21,11.8239,24.59016393,0.7685535,,,
91,25,91,17607.338,21,11.2734,25.40983607,0.732771,,,
92,25,91,17607.338,21,10.3811,25.40983607,0.6747715,,,
93,25,92,17114.942,20,9.4888,26.2295082,0.616772,,,
94,25,93,17114.942,20,9.8192,27.04918033,0.638248,,,
95,25,95,17114.942,20,10.3486,28.68852459,0.672659,,,
96,25,95,17341.178,20,10.878,28.68852459,0.70707,,,
97,25,96,17341.178,20,11.122,29.50819672,0.72293,,,
98,25,96,17341.178,20,11.3342,29.50819672,0.736723,,,
99,25,96,17407.718,20,11.598,29.50819672,0.75387,,,
100,25,96,17407.718,20,12.0087,29.50819672,0.7805655,,,
101,25,96,17620.646,20,12.4194,29.50819672,0.807261,,,
102,25,97,17620.646,20,12.4524,30.32786885,0.809406,,,
103,25,97,17620.646,21,12.3076,30.32786885,0.799994,,,
104,25,97,17261.33,21,12.1629,30.32786885,0.7905885,,,
105,25,98,17261.33,21,11.6327,31.14754098,0.7561255,,,
106,25,99,18159.62,21,11.1025,31.96721311,0.7216625,,,
107,25,99,18159.62,21,10.5723,31.96721311,0.6871995,,,
108,25,99,18159.62,21,10.6148,31.96721311,0.689962,,,
109,25,99,17687.186,21,10.6573,31.96721311,0.6927245,,,
110,25,98,17687.186,22,10.8806,31.14754098,0.707239,,,
111,25,98,17687.186,22,11.4252,31.14754098,0.742638,,,
112,25,98,18392.51,22,11.9698,31.14754098,0.778037,,,
113,25,97,18392.51,22,12.2009,30.32786885,0.7930585,,,
114,25,96,18392.51,22,12.1857,29.50819672,0.7920705,,,
115,25,96,18352.586,22,12.1706,29.50819672,0.791089,,,
116,25,95,18352.586,22,12.1782,28.68852459,0.791583,,,
117,25,94,18352.586,22,12.1966,27.86885246,0.792779,,,
118,25,94,19237.568,22,12.215,27.86885246,0.793975,,,
119,25,95,19237.568,22,11.8762,28.68852459,0.771953,,,
120,25,95,18498.974,22,11.4794,28.68852459,0.746161,,,
121,25,95,18498.974,22,11.0175,28.68852459,0.7161375,,,
122,25,95,18498.974,22,10.5003,28.68852459,0.6825195,,,
123,25,94,19144.412,22,10.1443,27.86885246,0.6593795,,,
124,25,94,19144.412,22,10.4328,27.86885246,0.678132,,,
125,25,93,18944.792,22,10.7214,27.04918033,0.696891,,,
126,25,93,18944.792,22,10.8954,27.04918033,0.708201,,,
127,25,93,18944.792,22,10.8824,27.04918033,0.707356,,,
128,25,93,18259.43,22,10.8694,27.04918033,0.706511,,,
129,25,92,18259.43,22,10.8109,26.2295082,0.7027085,,,
130,25,92,18259.43,22,10.729,26.2295082,0.697385,,,
131,25,91,18365.894,22,10.6381,25.40983607,0.6914765,,,
132,25,91,18365.894,22,10.4913,25.40983607,0.6819345,,,
133,25,91,18525.59,23,10.3445,25.40983607,0.6723925,,,
134,25,91,18525.59,23,10.9441,25.40983607,0.7113665,,,
135,25,92,18525.59,23,11.9635,26.2295082,0.7776275,,,
136,25,92,18465.704,23,12.4215,26.2295082,0.8073975,,,
137,25,92,18465.704,23,11.4362,26.2295082,0.743353,,,
138,25,91,18159.62,23,10.4509,25.40983607,0.6793085,,,
139,25,91,18159.62,23,10.7622,25.40983607,0.699543,,,
140,25,91,18013.232,23,11.3583,25.40983607,0.7382895,,,
141,25,91,18013.232,23,11.6888,25.40983607,0.759772,,,
142,25,91,18013.232,23,11.5038,25.40983607,0.747747,,,
143,25,91,18465.704,23,11.3189,25.40983607,0.7357285,,,
144,25,91,18465.704,24,11.1283,25.40983607,0.7233395,,,
145,25,91,18465.704,24,10.937,25.40983607,0.710905,,,
146,25,92,18758.48,24,10.6995,26.2295082,0.6954675,,,
147,25,92,18758.48,24,10.2515,26.2295082,0.6663475,,,
148,25,92,19383.956,24,9.8035,26.2295082,0.6372275,,,
149,25,91,19383.956,24,9.6756,25.40983607,0.628914,,,
150,25,91,19383.956,24,10.8281,25.40983607,0.7038265,,,
151,25,92,19317.416,24,11.9805,26.2295082,0.7787325,,,
152,25,92,19317.416,23,12.5818,26.2295082,0.817817,,,
153,25,93,19317.416,23,11.4376,27.04918033,0.743444,,,
154,25,93,19270.838,23,10.2935,27.04918033,0.6690775,,,
155,25,93,19270.838,23,10.5751,27.04918033,0.6873815,,,
156,25,93,19270.838,23,11.1696,27.04918033,0.726024,,,
157,25,91,19942.892,23,11.6765,25.40983607,0.7589725,,,
158,25,91,19942.892,23,11.54,25.40983607,0.7501,,,
159,25,91,19942.892,23,11.4035,25.40983607,0.7412275,,,
160,25,91,19497.074,23,11.2227,25.40983607,0.7294755,,,
161,25,91,19497.074,22,10.7695,25.40983607,0.7000175,,,
162,25,92,19217.606,22,10.3163,26.2295082,0.6705595,,,
163,25,91,19217.606,22,10.3403,25.40983607,0.6721195,,,
164,25,91,19217.606,22,10.6823,25.40983607,0.6943495,,,
165,25,90,19171.028,22,11.0244,24.59016393,0.716586,,,
166,25,90,19171.028,22,11.0177,24.59016393,0.7161505,,,
167,25,90,19171.028,22,10.8314,24.59016393,0.704041,,,
168,25,91,18658.67,22,10.6451,25.40983607,0.6919315,,,
169,25,90,18658.67,21,10.6501,24.59016393,0.6922565,,,
170,25,90,18658.67,21,10.8985,24.59016393,0.7084025,,,
171,25,89,18498.974,21,11.147,23.7704918,0.724555,,,
172,25,88,18498.974,21,11.0853,22.95081967,0.7205445,,,
173,25,88,18498.974,21,10.9148,22.95081967,0.709462,,,
174,25,88,18033.194,21,10.7442,22.95081967,0.698373,,,
175,25,87,18033.194,21,10.6197,22.13114754,0.6902805,,,
176,25,88,18033.194,21,10.5212,22.95081967,0.683878,,,
177,25,88,17633.954,21,10.4226,22.95081967,0.677469,,,
178,25,87,17633.954,21,10.3278,22.13114754,0.671307,,,
179,25,87,17633.954,21,10.2388,22.13114754,0.665522,,,
180,25,89,17440.988,20,10.1499,23.7704918,0.6597435,,,
181,25,88,17440.988,20,10.1596,22.95081967,0.660374,,,
182,25,89,17440.988,20,10.3304,23.7704918,0.671476,,,
183,25,89,16935.284,20,10.5012,23.7704918,0.682578,,,
184,25,88,16935.284,20,10.5637,22.95081967,0.6866405,,,
185,25,89,16935.284,20,10.4495,23.7704918,0.6792175,,,
186,25,90,16436.234,19,10.3353,24.59016393,0.6717945,,,
187,25,90,16436.234,19,10.3143,24.59016393,0.6704295,,,
188,25,90,16436.234,19,10.4453,24.59016393,0.6789445,,,
189,25,90,15790.796,20,10.5763,24.59016393,0.6874595,,,
190,25,89,15790.796,20,10.6335,23.7704918,0.6911775,,,
191,25,89,15790.796,20,10.4808,23.7704918,0.681252,,,
192,25,90,17221.406,19,10.328,24.59016393,0.67132,,,
193,25,90,17221.406,19,10.1753,24.59016393,0.6613945,,,
194,25,91,17221.406,19,10.0226,25.40983607,0.651469,,,
195,25,91,17221.406,19,10.1177,25.40983607,0.6576505,,,
196,25,92,17221.406,19,10.3295,26.2295082,0.6714175,,,
197,25,92,15930.53,19,10.6029,26.2295082,0.6891885,,,
198,25,92,15930.53,19,11.0073,26.2295082,0.7154745,,,
199,25,91,16689.086,19,11.4116,25.40983607,0.741754,,,
200,25,91,16689.086,19,11.6125,25.40983607,0.7548125,,,
201,25,91,17594.03,19,11.7562,25.40983607,0.764153,,,
202,25,91,17594.03,19,11.4678,25.40983607,0.745407,,,
203,25,91,17594.03,20,10.9147,25.40983607,0.7094555,,,
204,25,91,18039.848,20,10.3802,25.40983607,0.674713,,,
205,25,91,18039.848,20,10.757,25.40983607,0.699205,,,
206,25,90,19144.412,20,11.1338,24.59016393,0.723697,,,
207,25,89,19144.412,21,11.471,23.7704918,0.745615,,,
208,25,89,19144.412,21,11.6956,23.7704918,0.760214,,,
209,25,89,20355.44,21,11.9202,23.7704918,0.774813,,,
210,25,88,20355.44,21,11.6187,22.95081967,0.7552155,,,
211,25,88,19224.26,21,11.0696,22.95081967,0.719524,,,
212,25,88,19224.26,22,10.87,22.95081967,0.70655,,,
