WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
180,159,1,56343,31.461,26.03,72.86821705,2.017325
180,159,0,56053,31.259,25.624,72.86821705,1.98586
180,159,0,55736,31.025,25.121,72.86821705,1.9468775
180,160,1,56307,31.222,25.376,73.64341085,1.96664
180,160,0,57047,31.502,25.776,73.64341085,1.99764
180,160,0,58002,31.708,26.388,73.64341085,2.04507
180,160,0,58907,31.878,26.933,73.64341085,2.0873075
180,160,0,58965,31.731,26.436,73.64341085,2.04879
180,160,0,59024,31.584,25.938,73.64341085,2.010195
180,160,0,59035,31.445,28.11,73.64341085,2.178525
180,160,0,59095,31.332,29.646,73.64341085,2.297565
180,160,0,59274,31.282,29.573,73.64341085,2.2919075
180,161,1,59453,31.219,28.507,74.41860465,2.2092925
180,161,0,59633,31.145,26.596,74.41860465,2.06119
180,162,1,59981,30.867,25.421,75.19379845,1.9701275
180,163,1,60496,30.384,24.981,75.96899225,1.9360275
180,164,1,60861,30.066,25.273,76.74418605,1.9586575
180,164,0,60933,30.066,26.983,76.74418605,2.0911825
180,165,1,60889,30.045,28.078,77.51937984,2.176045
