WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
120,92,3,31254,17,13.691,19.68503937,1.108971
120,93,1,31254,18,14.221,20.47244094,1.151901
120,94,1,32803,18,14.75,21.25984252,1.19475
120,95,1,32803,18,12.211,22.04724409,0.989091
120,98,3,33998,18,7.2614,24.40944882,0.5881734
120,102,4,33998,19,9.1183,27.55905512,0.7385823
120,107,5,33998,19,12.677,31.49606299,1.026837
120,110,3,33998,20,12.07,33.85826772,0.97767
120,111,1,36223,20,11.198,34.64566929,0.907038
120,112,1,36223,20,10.325,35.43307087,0.836325
120,114,2,36223,20,9.4527,37.00787402,0.7656687
120,115,1,38031,21,9.7383,37.79527559,0.7888023
120,116,1,38031,22,10.39,38.58267717,0.84159
120,118,2,38031,22,12.113,40.15748031,0.981153
120,118,0,38031,22,13.929,40.15748031,1.128249
120,119,1,37437,22,14.535,40.94488189,1.177335
120,120,1,37437,22,13.932,41.73228346,1.128492
120,120,0,37640,21,14.171,41.73228346,1.147851
120,120,0,37640,21,15.251,41.73228346,1.235331
120,120,0,36369,22,13.781,41.73228346,1.116261
120,120,0,36369,22,10.309,41.73228346,0.835029
120,119,-1,36065,22,10.904,40.94488189,0.883224
120,119,0,36065,22,13.242,40.94488189,1.072602
120,118,-1,34409,22,15.741,40.15748031,1.275021
200,118,0,34409,22,18.614,40.15748031,1.507734
200,117,-1,35484,23,21.487,39.37007874,1.740447
200,117,0,35484,24,19.278,39.37007874,1.561518
200,118,1,37153,25,14.45,40.15748031,1.17045
200,118,0,37153,25,14.949,40.15748031,1.210869
200,119,1,39201,26,16.78,40.94488189,1.35918
200,120,1,39201,27,18.492,41.73228346,1.497852
200,121,1,39201,28,18.847,42.51968504,1.526607
200,123,2,39694,29,19.243,44.09448819,1.558683
200,124,1,39694,28,20.012,44.88188976,1.620972
200,126,2,40333,27,20.781,46.45669291,1.683261
200,127,1,40333,27,19.635,47.24409449,1.590435
200,127,0,42982,27,18.263,47.24409449,1.479303
200,128,1,42982,27,21.032,48.03149606,1.703592
200,129,1,43803,27,23.801,48.81889764,1.927881
200,129,0,43803,27,20.505,48.81889764,1.660905
200,130,1,46250,27,15.877,49.60629921,1.286037
200,130,0,46250,27,16.265,49.60629921,1.317465
200,131,1,45789,27,19.728,50.39370079,1.597968
200,131,0,45789,27,21.574,50.39370079,1.747494
200,132,1,45789,28,22.511,51.18110236,1.823391
200,132,0,45757,28,23.102,51.18110236,1.871262
200,133,1,45757,27,23.502,51.96850394,1.903662
200,133,0,46667,28,21.499,51.96850394,1.741419
200,134,1,48697,28,20.35,52.75590551,1.64835
200,134,0,48697,30,22.231,52.75590551,1.800711
200,135,1,47059,30,23.609,53.54330709,1.912329
200,135,0,47059,31,21.299,53.54330709,1.725219
200,136,1,49240,31,19.458,54.33070866,1.576098
200,136,0,49240,31,21.065,54.33070866,1.706265
120,137,1,47141,31,22.45,55.11811024,1.81845
120,137,0,47141,30,22.821,55.11811024,1.848501
120,137,0,47609,30,22.997,55.11811024,1.862757
120,138,1,47609,30,22.757,55.90551181,1.843317
120,138,0,49651,31,22.517,55.90551181,1.823877
120,138,0,49651,31,22.277,55.90551181,1.804437
120,138,0,49651,32,22.031,55.90551181,1.784511
120,138,0,53603,31,21.756,55.90551181,1.762236
120,138,0,53603,30,21.653,55.90551181,1.753893
120,138,0,53603,30,22.236,55.90551181,1.801116
120,138,0,50227,29,23.142,55.90551181,1.874502
120,137,-1,50227,27,25.514,55.11811024,2.066634
120,137,0,49898,26,27.713,55.11811024,2.244753
120,137,0,49898,26,27.191,55.11811024,2.202471
120,137,0,49398,26,26.36,55.11811024,2.13516
120,137,0,49398,26,24.117,55.11811024,1.953477
120,136,-1,50170,26,21.873,54.33070866,1.771713
120,136,0,50170,26,21.889,54.33070866,1.773009
120,135,-1,50713,26,22.874,53.54330709,1.852794
120,135,0,50713,26,23.974,53.54330709,1.941894
120,134,-1,50713,26,25.444,52.75590551,2.060964
120,134,0,49866,26,26.913,52.75590551,2.179953
120,134,0,49866,25,26.704,52.75590551,2.163024
120,134,0,47483,25,26.426,52.75590551,2.140506
120,134,0,47483,25,24.68,52.75590551,1.99908
120,134,0,50625,26,22.305,52.75590551,1.806705
120,135,1,50625,26,24.219,53.54330709,1.961739
120,135,0,50840,27,26.408,53.54330709,2.139048
120,136,1,50840,28,25.879,54.33070866,2.096199
120,136,0,50732,28,25.236,54.33070866,2.044116
200,136,0,50732,28,25.335,54.33070866,2.052135
200,137,1,50941,28,25.498,55.11811024,2.065338
200,136,-1,50941,28,25.216,54.33070866,2.042496
200,136,0,51390,28,25.045,54.33070866,2.028645
200,136,0,51390,28,25.842,54.33070866,2.093202
200,136,0,52224,28,26.329,54.33070866,2.132649
200,137,1,52224,29,25.411,55.11811024,2.058291
200,137,0,52863,29,24.492,55.11811024,1.983852
