WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
120,83,2,16373,17,9.5123,14.03508772,0.7324471
120,87,4,16373,17,9.1221,17.54385965,0.7024017
120,92,5,17936,17,8.7319,21.92982456,0.6723563
120,94,2,17936,17,8.3418,23.68421053,0.6423186
120,96,2,17936,17,8.6135,25.43859649,0.6632395
120,97,1,19596,17,9.2575,26.31578947,0.7128275
120,98,1,19596,17,9.9015,27.19298246,0.7624155
120,98,0,19596,17,10.532,27.19298246,0.810964
120,98,0,19596,17,10.52,27.19298246,0.81004
120,97,-1,21724,17,10.508,26.31578947,0.809116
120,97,0,21724,18,10.496,26.31578947,0.808192
120,97,0,21724,18,10.83,26.31578947,0.83391
120,97,0,23676,18,11.263,26.31578947,0.867251
120,96,-1,23676,18,11.695,25.43859649,0.900515
120,97,1,23676,19,12.16,26.31578947,0.93632
120,97,0,24570,19,12.644,26.31578947,0.973588
120,99,2,24570,18,13.128,28.07017544,1.010856
120,100,1,24570,18,13.475,28.94736842,1.037575
120,102,2,24394,18,13.732,30.70175439,1.057364
120,104,2,24394,18,13.989,32.45614035,1.077153
120,105,1,24394,18,14.734,33.33333333,1.134518
120,107,2,26455,18,15.753,35.0877193,1.212981
200,108,1,26455,18,16.773,35.96491228,1.291521
200,108,0,26455,18,16.406,35.96491228,1.263262
200,109,1,26455,19,15.188,36.84210526,1.169476
200,110,1,26656,18,13.971,37.71929825,1.075767
200,111,1,26656,18,12.754,38.59649123,0.982058
200,112,1,28267,18,14.276,39.47368421,1.099252
200,113,1,28267,18,16.037,40.35087719,1.234849
200,113,0,28267,19,17.226,40.35087719,1.326402
200,114,1,29557,19,16.947,41.22807018,1.304919
200,114,0,29557,19,16.667,41.22807018,1.283359
200,115,1,29557,19,16.698,42.10526316,1.285746
200,115,0,30560,19,16.952,42.10526316,1.305304
200,116,1,30560,20,17.206,42.98245614,1.324862
200,116,0,30560,20,17.494,42.98245614,1.347038
200,117,1,31010,20,17.793,43.85964912,1.370061
200,117,0,31010,20,18.093,43.85964912,1.393161
200,118,1,31010,20,17.992,44.73684211,1.385384
200,118,0,31095,20,17.875,44.73684211,1.376375
200,118,0,31095,20,17.965,44.73684211,1.383305
200,119,1,31557,20,18.543,45.61403509,1.427811
200,119,0,31557,20,19.12,45.61403509,1.47224
200,119,0,31557,21,19.549,45.61403509,1.505273
200,119,0,33132,21,19.791,45.61403509,1.523907
200,119,0,33132,21,20.032,45.61403509,1.542464
200,120,1,33132,22,20.23,46.49122807,1.55771
200,120,0,33065,22,20.385,46.49122807,1.569645
200,121,1,33065,22,20.539,47.36842105,1.581503
200,122,1,33065,21,20.962,48.24561404,1.614074
200,123,1,34695,21,21.633,49.12280702,1.665741
200,123,0,34695,21,22.304,49.12280702,1.717408
120,124,1,34695,21,22.923,50,1.765071
120,125,1,35443,21,23.431,50.87719298,1.804187
120,125,0,35443,21,23.939,50.87719298,1.843303
120,126,1,35443,21,23.856,51.75438596,1.836912
120,126,0,36896,21,23.307,51.75438596,1.794639
120,126,0,36896,21,22.759,51.75438596,1.752443
120,127,1,36896,21,23.015,52.63157895,1.772155
120,127,0,38970,21,23.448,52.63157895,1.805496
120,128,1,38970,21,23.881,53.50877193,1.838837
120,128,0,38970,21,23.472,53.50877193,1.807344
120,128,0,39049,21,22.903,53.50877193,1.763531
120,128,0,39049,20,22.335,53.50877193,1.719795
120,129,1,40557,20,22.776,54.38596491,1.753752
120,129,0,40557,20,23.217,54.38596491,1.787709
120,129,0,40557,20,23.554,54.38596491,1.813658
120,129,0,41938,21,23.689,54.38596491,1.824053
120,129,0,41938,21,23.824,54.38596491,1.834448
120,129,0,41938,21,23.88,54.38596491,1.83876
120,129,0,41956,21,23.869,54.38596491,1.837913
120,129,0,41956,21,23.857,54.38596491,1.836989
120,129,0,41956,21,24.286,54.38596491,1.870022
120,129,0,42588,21,24.904,54.38596491,1.917608
120,129,0,42588,21,25.26,54.38596491,1.94502
120,129,0,43488,21,24.567,54.38596491,1.891659
120,128,-1,43488,21,23.875,53.50877193,1.838375
120,128,0,43488,22,23.501,53.50877193,1.809577
120,127,-1,43926,21,23.743,52.63157895,1.828211
120,127,0,43926,21,23.985,52.63157895,1.846845
120,126,-1,43926,21,24.157,51.75438596,1.860089
120,125,-1,45465,21,24.267,50.87719298,1.868559
200,125,0,45465,22,24.378,50.87719298,1.877106
200,124,-1,45465,22,24.458,50,1.883266
200,124,0,47362,22,24.52,50,1.88804
200,124,0,47362,22,24.581,50,1.892737
200,124,0,47362,22,24.859,50,1.914143
200,124,0,48061,21,25.173,50,1.938321
200,125,1,48061,21,25.539,50.87719298,1.966503
200,125,0,50031,22,26.18,50.87719298,2.01586
200,126,1,50031,22,26.821,51.75438596,2.065217
200,127,1,50031,22,26.89,52.63157895,2.07053
200,127,0,51874,22,26.608,52.63157895,2.048816
200,128,1,51874,22,26.326,53.50877193,2.027102
200,128,0,52938,22,26.313,53.50877193,2.026101
200,129,1,52938,22,26.299,54.38596491,2.025023
200,129,0,52938,22,26.36,54.38596491,2.02972
200,130,1,54142,22,26.483,55.26315789,2.039191
200,131,1,54142,22,26.559,56.14035088,2.045043
200,132,1,55656,23,26.292,57.01754386,2.024484
200,132,0,55656,23,26.026,57.01754386,2.004002
200,133,1,55656,23,25.97,57.89473684,1.99969
200,134,1,55097,23,25.974,58.77192982,1.999998
200,135,1,55097,23,26.107,59.64912281,2.010239
200,135,0,56727,24,26.435,59.64912281,2.035495
200,136,1,56727,24,26.759,60.52631579,2.060443
200,137,1,56727,24,26.954,61.40350877,2.075458
200,137,0,57231,24,27.148,61.40350877,2.090396
200,137,0,57231,24,27.138,61.40350877,2.089626
200,138,1,57809,24,26.848,62.28070175,2.067296
200,138,0,57809,24,26.557,62.28070175,2.044889
200,138,0,57414,24,26.281,62.28070175,2.023637
200,138,0,57414,25,26.005,62.28070175,2.002385
200,138,0,57414,25,26.126,62.28070175,2.011702
200,139,1,57700,25,26.586,63.15789474,2.047122
200,139,0,57700,24,27.036,63.15789474,2.081772
200,139,0,57627,24,27.042,63.15789474,2.082234
200,139,0,57627,24,27.048,63.15789474,2.082696
200,140,1,57627,24,27.383,64.03508772,2.108491
200,140,0,58283,24,27.998,64.03508772,2.155846
200,141,1,58283,24,28.556,64.9122807,2.198812
200,141,0,58964,24,28.763,64.9122807,2.214751
200,141,0,58964,24,28.97,64.9122807,2.23069
200,142,1,58964,24,29.19,65.78947368,2.24763
200,142,0,59001,24,29.416,65.78947368,2.265032
200,142,0,59001,24,29.566,65.78947368,2.276582
200,142,0,60132,24,29.594,65.78947368,2.278738
200,142,0,60132,24,29.622,65.78947368,2.280894
200,142,0,60132,24,29.292,65.78947368,2.255484
200,143,1,61689,24,28.779,66.66666667,2.215983
200,143,0,61689,24,28.476,66.66666667,2.192652
200,143,0,61853,24,28.919,66.66666667,2.226763
200,143,0,61853,24,29.363,66.66666667,2.260951
200,144,1,61853,24,29.783,67.54385965,2.293291
200,144,0,63549,24,30.197,67.54385965,2.325169
200,144,0,63549,24,30.506,67.54385965,2.348962
200,144,0,64340,25,30.71,67.54385965,2.36467
200,144,0,64340,25,30.787,67.54385965,2.370599
200,145,1,64942,25,30.285,68.42105263,2.331945
200,145,0,64942,25,29.783,68.42105263,2.293291
200,145,0,64942,25,29.314,68.42105263,2.257178
200,145,0,65556,24,28.849,68.42105263,2.221373
120,145,0,65556,24,28.806,68.42105263,2.218062
120,145,0,65155,25,29.186,68.42105263,2.247322
120,145,0,65155,25,29.596,68.42105263,2.278892
120,145,0,65672,25,30.269,68.42105263,2.330713
120,145,0,65672,25,30.941,68.42105263,2.382457
120,146,1,65672,26,30.662,69.29824561,2.360974
120,146,0,69028,25,30.114,69.29824561,2.318778
120,145,-1,69028,25,29.566,68.42105263,2.276582
120,145,0,69028,25,29.201,68.42105263,2.248477
120,145,0,67362,25,28.916,68.42105263,2.226532
120,145,0,67362,25,28.706,68.42105263,2.210362
120,145,0,67010,24,28.658,68.42105263,2.206666
120,145,0,67010,24,28.609,68.42105263,2.202893
120,145,0,66189,24,29.438,68.42105263,2.266726
120,144,-1,66189,24,30.387,67.54385965,2.339799
120,144,0,66189,24,30.854,67.54385965,2.375758
120,144,0,67040,24,30.909,67.54385965,2.379993
120,143,-1,67040,24,30.813,66.66666667,2.372601
120,143,0,67362,24,30.239,66.66666667,2.328403
120,143,0,67362,24,29.665,66.66666667,2.284205
120,142,-1,67204,24,29.624,65.78947368,2.281048
120,142,0,67204,24,29.63,65.78947368,2.28151
120,141,-1,67204,24,29.394,64.9122807,2.263338
120,141,0,64790,24,28.983,64.9122807,2.231691
120,141,0,64790,25,28.65,64.9122807,2.20605
120,140,-1,65909,25,28.675,64.03508772,2.207975
120,140,0,65909,25,28.699,64.03508772,2.209823
120,140,0,65909,25,28.677,64.03508772,2.208129
120,140,0,65787,25,28.633,64.03508772,2.204741
120,140,0,65787,25,28.632,64.03508772,2.204664
120,140,0,66979,25,28.947,64.03508772,2.228919
120,140,0,66979,25,29.262,64.03508772,2.253174
120,140,0,66979,25,29.096,64.03508772,2.240392
120,140,0,66505,25,28.66,64.03508772,2.20682
120,140,0,66505,25,28.247,64.03508772,2.175019
120,139,-1,66505,25,28.362,63.15789474,2.183874
