Time,WR,HR,VE,BF,VO2rel,HRR,VO2
126,25,94,19538.796,14,8.3686,22.48062016,0.6485665
127,25,94,19538.796,14,8.3074,22.48062016,0.6438235
128,25,94,19538.796,14,8.2462,22.48062016,0.6390805
129,25,94,19538.796,14,8.185,22.48062016,0.6343375
130,25,94,19329.074,14,8.1789,22.48062016,0.63386475
131,25,96,19329.074,14,8.5117,24.03100775,0.65965675
132,25,97,19329.074,14,8.8444,24.80620155,0.685441
133,25,97,19075.2,14,9.1771,24.80620155,0.71122525
134,25,97,19075.2,14,9.3985,24.80620155,0.72838375
135,25,96,19075.2,14,9.525,24.03100775,0.7381875
136,25,96,17187.702,14,9.6516,24.03100775,0.747999
137,25,95,17187.702,14,9.714,23.25581395,0.752835
138,25,94,17187.702,14,9.6803,22.48062016,0.75022325
139,25,94,17165.626,14,9.6465,22.48062016,0.74760375
140,25,94,17165.626,15,9.6049,22.48062016,0.74437975
141,25,94,17165.626,15,9.5276,22.48062016,0.738389
142,25,93,17529.88,15,9.4503,21.70542636,0.73239825
143,25,93,17529.88,16,9.3763,21.70542636,0.72666325
144,25,93,17529.88,16,9.3813,21.70542636,0.72705075
145,25,94,17596.108,17,9.3863,22.48062016,0.72743825
146,25,94,17596.108,17,9.3914,22.48062016,0.7278335
147,25,94,17596.108,18,9.5137,22.48062016,0.73731175
148,25,95,17629.222,18,9.636,23.25581395,0.74679
149,25,95,17629.222,19,9.7347,23.25581395,0.75443925
150,25,95,17629.222,19,9.6211,23.25581395,0.74563525
151,25,95,17927.248,19,9.5076,23.25581395,0.736839
152,25,95,17927.248,20,9.4135,23.25581395,0.72954625
153,25,96,17927.248,20,9.6244,24.03100775,0.745891
154,25,97,18313.578,20,9.8353,24.80620155,0.76223575
155,25,98,18313.578,20,9.9537,25.58139535,0.77141175
156,25,98,18313.578,20,9.5871,25.58139535,0.74300025
157,25,99,18048.666,20,9.2204,26.35658915,0.714581
158,25,99,18048.666,20,8.9334,26.35658915,0.6923385
159,25,100,18048.666,20,9.0096,27.13178295,0.698244
160,25,100,18159.046,20,9.0859,27.13178295,0.70415725
161,25,100,18159.046,20,9.0848,27.13178295,0.704072
162,25,99,18159.046,20,8.7313,26.35658915,0.67667575
163,25,99,17805.83,20,8.3778,26.35658915,0.6492795
164,25,99,17805.83,20,8.088,26.35658915,0.62682
165,25,99,17805.83,20,8.3707,26.35658915,0.64872925
166,25,98,17772.716,20,8.6535,25.58139535,0.67064625
167,25,98,17772.716,20,8.8339,25.58139535,0.68462725
168,25,98,17772.716,20,8.6907,25.58139535,0.67352925
169,25,98,17717.526,20,8.5474,25.58139535,0.6624235
170,25,97,17717.526,20,8.4336,24.80620155,0.653604
171,25,97,17717.526,20,8.7824,24.80620155,0.680636
172,25,97,17750.64,20,9.1312,24.80620155,0.707668
173,25,97,17750.64,20,9.4799,24.80620155,0.73469225
174,25,97,17750.64,20,9.3177,24.80620155,0.72212175
175,25,97,17816.868,20,9.1451,24.80620155,0.70874525
176,25,97,17816.868,19,8.9724,24.80620155,0.695361
177,25,97,17816.868,19,9.6246,24.80620155,0.7459065
178,25,97,18280.464,19,10.3684,24.80620155,0.803551
179,25,97,18280.464,19,11.1122,24.80620155,0.8611955
180,25,97,18280.464,19,10.3828,24.80620155,0.804667
181,25,97,18280.464,20,9.3301,24.80620155,0.72308275
182,25,97,18313.578,19,8.2774,24.80620155,0.6414985
183,25,97,18313.578,19,7.9045,24.80620155,0.61259875
184,25,98,18313.578,19,8.1109,25.58139535,0.62859475
185,25,97,18313.578,19,8.3173,24.80620155,0.64459075
186,25,97,18887.554,19,8.5589,24.80620155,0.66331475
187,25,97,18887.554,19,8.8492,24.80620155,0.685813
188,25,97,18887.554,18,9.1395,24.80620155,0.70831125
189,25,97,18887.554,18,9.4297,24.80620155,0.73080175
190,25,97,18545.376,18,9.3262,24.80620155,0.7227805
191,25,98,18545.376,18,9.2226,25.58139535,0.7147515
192,25,98,18545.376,17,9.1191,25.58139535,0.70673025
193,25,97,18357.73,17,9.0155,24.80620155,0.69870125
194,25,97,18357.73,17,8.9126,24.80620155,0.6907265
195,25,96,18357.73,17,8.8115,24.03100775,0.68289125
196,25,96,19008.972,17,8.7105,24.03100775,0.67506375
197,25,96,19008.972,17,8.6095,24.03100775,0.66723625
198,25,96,19008.972,17,8.5364,24.03100775,0.661571
199,25,96,19008.972,18,8.4714,24.03100775,0.6565335
200,25,95,18854.44,17,8.4063,23.25581395,0.65148825
201,25,95,18854.44,17,8.9945,23.25581395,0.69707375
202,25,96,18854.44,17,9.6395,24.03100775,0.74706125
203,25,97,18854.44,17,10.2845,24.80620155,0.79704875
204,25,98,21591.864,17,10.0802,25.58139535,0.7812155
205,25,98,21591.864,17,9.5776,25.58139535,0.742264
206,25,99,21591.864,16,9.075,26.35658915,0.7033125
207,25,99,21591.864,16,8.8484,26.35658915,0.685751
208,25,99,21591.864,16,9.266,26.35658915,0.718115
209,25,99,21591.864,16,9.6835,26.35658915,0.75047125
210,25,99,21591.864,16,10.101,26.35658915,0.7828275
211,25,99,21591.864,16,10.5186,26.35658915,0.8151915
212,25,99,19858.898,16,10.9361,26.35658915,0.84754775
213,25,99,19858.898,15,11.1982,26.35658915,0.8678605
214,25,100,19858.898,14,10.5054,27.13178295,0.8141685
215,25,100,19858.898,14,9.8125,27.13178295,0.76046875
216,25,101,19693.328,14,9.1197,27.90697674,0.70677675
217,25,101,19693.328,14,8.4269,27.90697674,0.65308475
218,25,99,19693.328,14,7.7341,26.35658915,0.59939275
219,25,99,19693.328,13,7.0413,26.35658915,0.54570075
220,25,99,19693.328,13,7.0315,26.35658915,0.54494125
221,25,98,19660.214,13,7.7617,25.58139535,0.60153175
222,25,97,19660.214,13,8.492,24.80620155,0.65813
223,25,97,19660.214,14,9.2222,24.80620155,0.7147205
224,25,97,19892.012,13,9.9524,24.80620155,0.771311
225,25,97,19892.012,13,9.8924,24.80620155,0.766661
226,25,97,19892.012,13,9.6349,24.80620155,0.74670475
227,25,96,19892.012,13,9.3773,24.03100775,0.72674075
228,25,96,19759.556,13,9.1198,24.03100775,0.7067845
229,25,95,19759.556,13,9.0102,23.25581395,0.6982905
230,25,95,19759.556,13,8.9423,23.25581395,0.69302825
231,25,96,19671.252,13,8.8744,24.03100775,0.687766
232,25,96,19671.252,13,8.9558,24.03100775,0.6940745
233,25,96,19671.252,13,9.3853,24.03100775,0.72736075
234,25,96,17253.93,13,9.8148,24.03100775,0.760647
235,25,96,17253.93,14,10.2444,24.03100775,0.793941
236,25,96,17253.93,14,9.6862,24.03100775,0.7506805
237,25,95,17253.93,14,8.9673,23.25581395,0.69496575
238,25,95,18457.072,14,8.2484,23.25581395,0.639251
239,25,96,18457.072,15,8.8508,24.03100775,0.685937
240,25,96,18457.072,16,9.8705,24.03100775,0.76496375
241,25.41666667,97,18368.768,16,10.8902,24.80620155,0.8439905
242,25.83333333,97,18368.768,17,10.9132,24.80620155,0.845773
243,26.25,96,18368.768,17,10.2717,24.03100775,0.79605675
244,26.66666667,96,18733.022,17,9.6302,24.03100775,0.7463405
245,27.08333333,96,18733.022,18,9.1195,24.03100775,0.70676125
246,27.5,96,18733.022,18,8.7624,24.03100775,0.679086
247,27.91666667,97,18733.022,18,8.4054,24.80620155,0.6514185
248,28.33333333,97,18832.364,18,8.0483,24.80620155,0.62374325
249,28.75,97,18832.364,18,8.2085,24.80620155,0.63615875
250,29.16666667,98,18832.364,18,8.3688,25.58139535,0.648582
251,29.58333333,98,18214.236,18,8.5291,25.58139535,0.66100525
252,30,98,18214.236,18,8.6123,25.58139535,0.66745325
253,30.41666667,98,18214.236,18,8.6244,25.58139535,0.668391
254,30.83333333,98,18490.186,18,8.6365,25.58139535,0.66932875
255,31.25,98,18490.186,18,8.6848,25.58139535,0.673072
256,31.66666667,98,18490.186,18,8.8613,25.58139535,0.68675075
257,32.08333333,97,18401.882,18,9.0379,24.80620155,0.70043725
258,32.5,97,18401.882,18,9.2144,24.80620155,0.714116
259,32.91666667,97,18401.882,18,9.2976,24.80620155,0.720564
260,33.33333333,97,19351.15,18,9.3408,24.80620155,0.723912
261,33.75,97,19351.15,18,9.384,24.80620155,0.72726
262,34.16666667,97,19417.378,19,8.2052,24.80620155,0.635903
263,34.58333333,97,19417.378,19,6.6406,24.80620155,0.5146465
264,35,97,19417.378,20,7.6691,24.80620155,0.59435525
265,35.41666667,98,19329.074,20,10.9066,25.58139535,0.8452615
266,35.83333333,98,19329.074,20,14.1441,25.58139535,1.09616775
267,36.25,98,19329.074,20,14.2953,25.58139535,1.10788575
268,36.66666667,98,19329.074,20,12.3891,25.58139535,0.96015525
269,37.08333333,99,19174.542,20,10.4829,26.35658915,0.81242475
270,37.5,99,19174.542,20,10.0276,26.35658915,0.777139
271,37.91666667,100,19174.542,20,10.1365,27.13178295,0.78557875
272,38.33333333,100,19207.656,20,10.2454,27.13178295,0.7940185
273,38.75,101,19207.656,20,10.1608,27.90697674,0.787462
274,39.16666667,102,19207.656,20,9.9114,28.68217054,0.7681335
275,39.58333333,103,19538.796,20,9.662,29.45736434,0.748805
276,40,103,19538.796,20,9.4646,29.45736434,0.7335065
277,40.41666667,104,19538.796,20,9.4748,30.23255814,0.734297
278,40.83333333,103,19538.796,19,9.485,29.45736434,0.7350875
279,41.25,103,19616.062,19,9.4884,29.45736434,0.735351
280,41.66666667,102,19616.062,19,9.4413,28.68217054,0.73170075
281,42.08333333,101,19616.062,19,9.3942,27.90697674,0.7280505
282,42.5,101,19616.062,19,9.3471,27.90697674,0.72440025
283,42.91666667,100,18302.54,19,9.1963,27.13178295,0.71271325
284,43.33333333,99,18302.54,19,8.5006,26.35658915,0.6587965
285,43.75,99,18335.654,18,7.8049,26.35658915,0.60487975
286,44.16666667,98,18335.654,18,7.1092,25.58139535,0.550963
287,44.58333333,98,18335.654,18,7.0387,25.58139535,0.54549925
288,45,99,18335.654,18,9.1849,26.35658915,0.71182975
289,45.41666667,99,19119.352,18,11.3311,26.35658915,0.87816025
290,45.83333333,99,19119.352,18,12.0266,26.35658915,0.9320615
291,46.25,99,19119.352,18,11.5821,26.35658915,0.89761275
292,46.66666667,99,19892.012,18,11.1377,26.35658915,0.86317175
293,47.08333333,100,19892.012,18,11.0833,27.13178295,0.85895575
294,47.5,100,19892.012,18,11.3352,27.13178295,0.878478
295,47.91666667,100,19969.278,18,11.5872,27.13178295,0.898008
296,48.33333333,100,19969.278,18,11.7802,27.13178295,0.9129655
297,48.75,101,19969.278,18,11.2944,27.90697674,0.875316
298,49.16666667,102,19969.278,18,10.8085,28.68217054,0.83765875
299,49.58333333,103,19351.15,18,10.3227,29.45736434,0.80000925
300,50,103,19351.15,18,10.2434,29.45736434,0.7938635
301,50.41666667,104,19351.15,18,10.3553,30.23255814,0.80253575
302,50.83333333,104,19351.15,18,10.4673,30.23255814,0.81121575
303,51.25,104,19008.972,18,10.2552,30.23255814,0.794778
304,51.66666667,104,19008.972,18,9.692,30.23255814,0.75113
305,52.08333333,104,19008.972,18,9.1287,30.23255814,0.70747425
306,52.5,105,19483.606,18,8.5655,31.00775194,0.66382625
307,52.91666667,105,19483.606,18,9.0968,31.00775194,0.705002
308,53.33333333,106,19483.606,18,9.6281,31.78294574,0.74617775
309,53.75,107,19638.138,18,10.1594,32.55813953,0.7873535
310,54.16666667,107,19638.138,18,10.3796,32.55813953,0.804419
311,54.58333333,107,19638.138,18,10.3744,32.55813953,0.804016
312,55,106,19384.264,18,10.3692,31.78294574,0.803613
313,55.41666667,106,19384.264,18,10.673,31.78294574,0.8271575
314,55.83333333,105,19384.264,18,11.2858,31.00775194,0.8746495
315,56.25,104,19042.086,18,11.8986,30.23255814,0.9221415
316,56.66666667,103,19042.086,18,12.1615,29.45736434,0.94251625
317,57.08333333,102,19042.086,18,11.1836,28.68217054,0.866729
318,57.5,101,19450.492,18,10.2057,27.90697674,0.79094175
319,57.91666667,101,19450.492,18,9.2278,27.90697674,0.7151545
320,58.33333333,101,19450.492,18,9.6107,27.90697674,0.74482925
321,58.75,102,19450.492,19,10.2924,28.68217054,0.797661
322,59.16666667,103,20973.736,18,10.974,29.45736434,0.850485
323,59.58333333,104,20973.736,18,11.5628,30.23255814,0.896117
324,60,105,20973.736,18,12.1222,31.00775194,0.9394705
325,60.41666667,105,20973.736,18,12.6817,31.00775194,0.98283175
326,60.83333333,106,21304.876,18,12.6282,31.78294574,0.9786855
327,61.25,106,21304.876,18,12.3121,31.78294574,0.95418775
328,61.66666667,107,21304.876,18,11.9959,32.55813953,0.92968225
329,62.08333333,107,21304.876,18,11.6798,32.55813953,0.9051845
330,62.5,107,21591.864,18,11.4104,32.55813953,0.884306
331,62.91666667,107,21591.864,17,11.6786,32.55813953,0.9050915
332,63.33333333,108,21591.864,17,11.9468,33.33333333,0.925877
333,63.75,108,21028.926,17,12.215,33.33333333,0.9466625
334,64.16666667,108,21028.926,17,12.4365,33.33333333,0.96382875
335,64.58333333,108,21349.028,17,12.6317,33.33333333,0.97895675
336,65,108,21349.028,18,12.827,33.33333333,0.9940925
337,65.41666667,108,21349.028,18,13.0594,33.33333333,1.0121035
338,65.83333333,108,21382.142,18,13.5649,33.33333333,1.05127975
339,66.25,108,21382.142,18,14.0704,33.33333333,1.090456
340,66.66666667,109,21382.142,18,14.6363,34.10852713,1.13431325
341,67.08333333,109,21382.142,18,15.4436,34.10852713,1.196879
342,67.5,109,20697.786,18,16.2509,34.10852713,1.25944475
343,67.91666667,109,20697.786,18,15.2368,34.10852713,1.180852
344,68.33333333,109,19516.72,18,13.442,34.10852713,1.041755
345,68.75,109,19516.72,18,11.6473,34.10852713,0.90266575
346,69.16666667,109,19516.72,18,11.0934,34.10852713,0.8597385
347,69.58333333,109,20322.494,19,10.8894,34.10852713,0.8439285
348,70,109,20322.494,19,10.6854,34.10852713,0.8281185
349,70.41666667,108,20322.494,19,11.3176,33.33333333,0.877114
350,70.83333333,108,21249.686,20,12.3805,33.33333333,0.95948875
351,71.25,108,21249.686,20,13.4433,33.33333333,1.04185575
352,71.66666667,109,21249.686,21,13.5189,34.10852713,1.04771475
353,72.08333333,109,22861.234,21,13.2475,34.10852713,1.02668125
354,72.5,109,22861.234,21,12.9761,34.10852713,1.00564775
355,72.91666667,109,22861.234,21,13.2766,34.10852713,1.0289365
356,73.33333333,109,22872.272,21,13.6407,34.10852713,1.05715425
357,73.75,109,22872.272,21,14.0047,34.10852713,1.08536425
358,74.16666667,108,22872.272,21,13.9227,33.33333333,1.07900925
359,74.58333333,108,23291.716,20,13.7293,33.33333333,1.06402075
360,75,108,23291.716,20,13.5358,33.33333333,1.0490245
361,75.41666667,108,24252.022,21,14.1655,33.33333333,1.09782625
362,75.83333333,107,24252.022,21,14.9074,32.55813953,1.1553235
363,76.25,107,24252.022,21,15.488,32.55813953,1.20032
364,76.66666667,108,27784.182,21,15.0782,33.33333333,1.1685605
365,77.08333333,109,27784.182,21,14.6684,34.10852713,1.136801
366,77.5,110,27784.182,21,14.5124,34.88372093,1.124711
367,77.91666667,110,27784.182,21,14.7707,34.88372093,1.14472925
368,78.33333333,111,27784.182,21,15.029,35.65891473,1.1647475
369,78.75,112,26768.686,21,15.2964,36.43410853,1.185471
370,79.16666667,112,26768.686,20,15.5655,36.43410853,1.20632625
371,79.58333333,113,26768.686,20,15.8347,37.20930233,1.22718925
372,80,114,25565.544,19,16.1038,37.98449612,1.2480445
373,80.41666667,115,25565.544,19,15.2626,38.75968992,1.1828515
374,80.83333333,116,25565.544,19,13.7407,39.53488372,1.06490425
375,81.25,117,25179.214,19,12.2188,40.31007752,0.946957
376,81.66666667,117,25179.214,19,11.4013,40.31007752,0.88360075
377,82.08333333,117,25179.214,19,11.7331,40.31007752,0.90931525
378,82.5,116,25278.556,19,12.0649,39.53488372,0.93502975
379,82.91666667,115,25278.556,19,12.4684,38.75968992,0.966301
380,83.33333333,115,25278.556,19,13.1989,38.75968992,1.02291475
381,83.75,113,25488.278,19,13.9293,37.20930233,1.07952075
382,84.16666667,112,25488.278,19,14.6299,36.43410853,1.13381725
383,84.58333333,112,25488.278,19,15.1732,36.43410853,1.175923
384,85,111,26051.216,19,15.7166,35.65891473,1.2180365
385,85.41666667,112,26051.216,19,15.9962,36.43410853,1.2397055
386,85.83333333,112,26051.216,19,15.5978,36.43410853,1.2088295
387,86.25,113,24130.604,18,15.1993,37.20930233,1.17794575
388,86.66666667,114,24130.604,18,14.8008,37.98449612,1.147062
389,87.08333333,115,24130.604,18,15.231,38.75968992,1.1804025
390,87.5,115,24870.15,19,15.9524,38.75968992,1.236311
391,87.91666667,116,24870.15,19,16.6738,39.53488372,1.2922195
392,88.33333333,116,25753.19,20,16.6991,39.53488372,1.29418025
393,88.75,117,25753.19,20,16.6294,40.31007752,1.2887785
394,89.16666667,117,25753.19,20,16.5128,40.31007752,1.279742
395,89.58333333,117,25444.126,20,16.1825,40.31007752,1.25414375
396,90,117,25444.126,20,15.8522,40.31007752,1.2285455
397,90.41666667,118,25444.126,20,15.5156,41.08527132,1.202459
398,90.83333333,118,25466.202,20,15.1715,41.08527132,1.17579125
399,91.25,119,25466.202,20,14.8274,41.86046512,1.1491235
400,91.66666667,120,25742.152,21,14.9212,42.63565891,1.156393
401,92.08333333,120,25742.152,21,15.529,42.63565891,1.2034975
402,92.5,120,25742.152,21,16.1368,42.63565891,1.250602
403,92.91666667,120,25962.912,21,15.9799,42.63565891,1.23844225
404,93.33333333,120,25962.912,22,15.6072,42.63565891,1.209558
405,93.75,120,27143.978,22,15.3565,42.63565891,1.19012875
406,94.16666667,119,27143.978,22,15.855,41.86046512,1.2287625
407,94.58333333,119,27143.978,23,16.3534,41.86046512,1.2673885
408,95,119,27088.788,23,16.1417,41.86046512,1.25098175
409,95.41666667,119,27088.788,23,15.6804,41.86046512,1.215231
410,95.83333333,119,28203.626,23,15.394,41.86046512,1.193035
411,96.25,119,28203.626,23,15.6054,41.86046512,1.2094185
412,96.66666667,119,28203.626,23,15.8168,41.86046512,1.225802
413,97.08333333,119,29086.666,24,16.3351,41.86046512,1.26597025
414,97.5,119,29086.666,24,17.1603,41.86046512,1.32992325
415,97.91666667,120,29969.706,24,17.8561,42.63565891,1.38384775
416,98.33333333,120,29969.706,24,17.8724,42.63565891,1.385111
417,98.75,121,29969.706,24,17.8886,43.41085271,1.3863665
418,99.16666667,121,31724.748,24,17.3568,43.41085271,1.345152
419,99.58333333,121,31724.748,24,16.5426,43.41085271,1.2820515
420,100,122,31724.748,23,15.9456,44.18604651,1.235784
421,100.4166667,122,31724.748,23,16.4883,44.18604651,1.27784325
422,100.8333333,123,30731.328,23,17.0309,44.96124031,1.31989475
423,101.25,123,30731.328,23,17.4834,44.96124031,1.3549635
424,101.6666667,123,30300.846,22,17.8759,44.96124031,1.38538225
425,102.0833333,123,30300.846,22,18.2683,44.96124031,1.41579325
426,102.5,124,30930.012,22,18.5263,45.73643411,1.43578825
427,102.9166667,124,30930.012,23,17.2384,45.73643411,1.335976
428,103.3333333,124,30930.012,23,15.9504,45.73643411,1.236156
429,103.75,125,30808.594,23,15.9375,46.51162791,1.23515625
430,104.1666667,125,30808.594,22,17.0107,46.51162791,1.31832925
431,104.5833333,125,32475.332,22,17.6954,46.51162791,1.3713935
432,105,126,32475.332,23,17.0022,47.28682171,1.3176705
433,105.4166667,126,32475.332,23,16.3091,47.28682171,1.26395525
434,105.8333333,127,32221.458,23,16.3253,48.0620155,1.26521075
435,106.25,127,32221.458,23,16.6173,48.0620155,1.28784075
436,106.6666667,127,31448.798,23,16.9244,48.0620155,1.311641
437,107.0833333,127,31448.798,23,17.3101,48.0620155,1.34153275
438,107.5,127,31448.798,23,17.6959,48.0620155,1.37143225
439,107.9166667,127,33303.182,23,17.9109,48.0620155,1.38809475
440,108.3333333,127,33303.182,24,18.012,48.0620155,1.39593
441,108.75,127,33303.182,24,18.1775,48.0620155,1.40875625
442,109.1666667,127,33490.828,24,18.7383,48.0620155,1.45221825
443,109.5833333,127,33490.828,23,19.2992,48.0620155,1.495688
444,110,127,33490.828,23,18.8042,48.0620155,1.4573255
445,110.4166667,127,33490.828,23,17.7153,48.0620155,1.37293575
446,110.8333333,127,32718.168,23,16.6264,48.0620155,1.288546
447,111.25,127,32718.168,22,16.7089,48.0620155,1.29493975
448,111.6666667,127,32762.32,22,17.5094,48.0620155,1.3569785
449,112.0833333,128,32762.32,22,18.3098,48.8372093,1.4190095
450,112.5,129,32762.32,22,18.5325,49.6124031,1.43626875
451,112.9166667,129,32607.788,22,17.6339,49.6124031,1.36662725
452,113.3333333,130,32607.788,22,16.7352,50.3875969,1.296978
453,113.75,130,32607.788,22,16.9312,50.3875969,1.312168
454,114.1666667,131,32541.56,22,17.691,51.1627907,1.3710525
