WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
25,77,1,15094,17,4.439,8.771929825,0.341803
25,80,3,15094,17,4.5129,11.40350877,0.3474933
25,81,1,14926,17,4.5869,12.28070175,0.3531913
25,84,3,14926,17,4.6608,14.9122807,0.3588816
25,86,2,14926,17,5.1533,16.66666667,0.3968041
25,87,1,14970,17,5.6822,17.54385965,0.4375294
25,88,1,14970,17,6.2111,18.42105263,0.4782547
25,87,-1,14970,17,6.74,17.54385965,0.51898
25,87,0,14970,18,7.1036,17.54385965,0.5469772
25,86,-1,14789,17,7.4637,16.66666667,0.5747049
25,85,-1,14789,17,7.8239,15.78947368,0.6024403
25,84,-1,14789,17,8.1023,14.9122807,0.6238771
25,83,-1,14789,17,8.0088,14.03508772,0.6166776
25,82,-1,15642,17,7.9153,13.15789474,0.6094781
25,81,-1,15642,17,7.8218,12.28070175,0.6022786
25,81,0,15642,17,8.2104,12.28070175,0.6322008
25,80,-1,15642,16,9.0812,11.40350877,0.6992524
25,80,0,17903,17,9.952,11.40350877,0.766304
25,80,0,17903,17,10.823,11.40350877,0.833371
25,80,0,17903,17,11.632,11.40350877,0.895664
25,80,0,17903,17,10.956,11.40350877,0.843612
25,81,1,16919,17,10.281,12.28070175,0.791637
25,83,2,16919,17,9.6057,14.03508772,0.7396389
200,83,0,16919,16,9.2689,14.03508772,0.7137053
200,85,2,16919,16,9.4845,15.78947368,0.7303065
200,85,0,17984,16,9.7002,15.78947368,0.7469154
200,87,2,17984,16,9.9158,17.54385965,0.7635166
200,87,0,17984,16,10.298,17.54385965,0.792946
200,88,1,19423,16,10.707,18.42105263,0.824439
200,90,2,19423,16,11.116,20.1754386,0.855932
200,91,1,19423,16,11.529,21.05263158,0.887733
200,93,2,20544,16,11.941,22.80701754,0.919457
200,95,2,20544,16,12.354,24.56140351,0.951258
200,96,1,20544,16,12.384,25.43859649,0.953568
200,98,2,21877,16,12.317,27.19298246,0.948409
200,100,2,21877,17,12.251,28.94736842,0.943327
200,102,2,21877,17,12.478,30.70175439,0.960806
200,102,0,23116,17,12.754,30.70175439,0.982058
200,104,2,23116,17,13.029,32.45614035,1.003233
200,105,1,23116,17,13.108,33.33333333,1.009316
200,105,0,23895,17,13.137,33.33333333,1.011549
200,105,0,23895,18,13.167,33.33333333,1.013859
200,106,1,23895,18,13.54,34.21052632,1.04258
200,106,0,25389,18,14.205,34.21052632,1.093785
200,106,0,25389,18,14.871,34.21052632,1.145067
200,106,0,25389,19,15.329,34.21052632,1.180333
200,106,0,25800,19,15.58,34.21052632,1.19966
200,106,0,25800,19,15.831,34.21052632,1.218987
200,107,1,25800,19,16.212,35.0877193,1.248324
200,108,1,26685,20,16.694,35.96491228,1.285438
200,109,1,26685,20,17.177,36.84210526,1.322629
200,110,1,26685,20,17.661,37.71929825,1.359897
200,110,0,27438,19,18.146,37.71929825,1.397242
25,112,2,27438,19,18.631,39.47368421,1.434587
25,113,1,27438,19,18.939,40.35087719,1.458303
25,114,1,27438,20,18.979,41.22807018,1.461383
25,114,0,28939,20,19.019,41.22807018,1.464463
25,115,1,28939,20,19.101,42.10526316,1.470777
25,115,0,28939,20,19.271,42.10526316,1.483867
25,115,0,30260,19,19.441,42.10526316,1.496957
25,115,0,30260,19,19.605,42.10526316,1.509585
25,114,-1,30260,19,19.617,41.22807018,1.510509
25,114,0,30465,19,19.63,41.22807018,1.51151
25,113,-1,30465,19,19.642,40.35087719,1.512434
25,112,-1,30465,19,19.501,39.47368421,1.501577
25,111,-1,30988,19,19.273,38.59649123,1.484021
25,110,-1,30988,19,19.046,37.71929825,1.466542
25,110,0,30988,19,18.862,37.71929825,1.452374
25,109,-1,30988,19,18.718,36.84210526,1.441286
25,108,-1,31455,19,18.574,35.96491228,1.430198
25,108,0,31455,19,18.647,35.96491228,1.435819
25,107,-1,31954,19,18.997,35.0877193,1.462769
25,107,0,31954,19,19.347,35.0877193,1.489719
25,107,0,31954,19,19.716,35.0877193,1.518132
25,107,0,31954,19,20.127,35.0877193,1.549779
25,106,-1,33299,19,20.538,34.21052632,1.581426
25,106,0,33299,19,20.948,34.21052632,1.612996
25,106,0,33299,19,20.524,34.21052632,1.580348
25,106,0,32788,19,19.916,34.21052632,1.533532
25,106,0,32788,18,19.308,34.21052632,1.486716
