WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
25,97,0,14792,15,7.7946,24.80620155,0.6040815
25,96,-1,14792,15,7.7008,24.03100775,0.596812
25,95,-1,14792,15,7.6071,23.25581395,0.58955025
25,95,0,14792,14,7.5133,23.25581395,0.58228075
25,96,1,15742,15,7.5958,24.03100775,0.5886745
25,97,1,15742,15,7.9217,24.80620155,0.61393175
25,98,1,15742,15,8.2476,25.58139535,0.639189
25,99,1,15820,15,8.5735,26.35658915,0.66444625
25,100,1,15820,15,8.8974,27.13178295,0.6895485
25,101,1,15820,15,9.2209,27.90697674,0.71461975
25,101,0,15820,15,9.5443,27.90697674,0.73968325
25,101,0,15820,15,9.8678,27.90697674,0.7647545
25,102,1,15890,15,9.8491,28.68217054,0.76330525
25,102,0,15890,16,9.2223,28.68217054,0.71472825
25,102,0,15890,16,8.5955,28.68217054,0.66615125
25,103,1,15890,16,7.9687,29.45736434,0.61757425
25,103,0,16839,16,7.6643,29.45736434,0.59398325
25,103,0,16839,16,7.9329,29.45736434,0.61479975
25,103,0,16839,16,8.2015,29.45736434,0.63561625
25,103,0,16839,15,8.4701,29.45736434,0.65643275
25,104,1,16770,15,8.7387,30.23255814,0.67724925
25,103,-1,16770,15,8.5478,29.45736434,0.6624545
100,103,0,16770,15,8.1406,29.45736434,0.6308965
100,103,0,16770,15,7.7335,29.45736434,0.59934625
100,103,0,16430,15,7.3264,29.45736434,0.567796
100,103,0,16430,15,7.143,29.45736434,0.5535825
100,103,0,16430,15,7.1087,29.45736434,0.55092425
100,103,0,16430,15,7.0745,29.45736434,0.54827375
100,103,0,16474,15,7.0654,29.45736434,0.5475685
100,103,0,16474,15,8.2919,29.45736434,0.64262225
100,104,1,17232,15,9.5184,30.23255814,0.737676
100,105,1,17232,15,10.891,31.00775194,0.8440525
100,106,1,17232,15,12.726,31.78294574,0.986265
100,107,1,17232,16,14.561,32.55813953,1.1284775
100,108,1,18591,16,15.545,33.33333333,1.2047375
100,109,1,18591,16,15.607,34.10852713,1.2095425
100,109,0,18591,16,15.67,34.10852713,1.214425
100,110,1,18591,16,15.732,34.88372093,1.21923
100,111,1,18826,16,14.688,35.65891473,1.13832
100,111,0,18826,16,13.214,35.65891473,1.024085
100,112,1,18826,16,11.739,36.43410853,0.9097725
100,112,0,18826,16,10.265,36.43410853,0.7955375
100,113,1,18417,16,8.7907,37.20930233,0.68127925
100,114,1,18417,16,9.4076,37.98449612,0.729089
100,115,1,18417,16,11.539,38.75968992,0.8942725
100,115,0,18417,16,13.67,38.75968992,1.059425
100,117,2,22547,16,15.545,40.31007752,1.2047375
100,118,1,22547,16,15.54,41.08527132,1.20435
100,119,1,22547,16,15.535,41.86046512,1.2039625
100,120,1,22547,16,15.53,42.63565891,1.203575
100,120,0,22983,16,15.526,42.63565891,1.203265
100,120,0,22983,16,15.237,42.63565891,1.1808675
25,118,-2,22983,16,14.776,41.08527132,1.14514
25,117,-1,23253,16,14.314,40.31007752,1.109335
25,114,-3,23253,16,13.423,37.98449612,1.0402825
25,111,-3,23253,16,12.311,35.65891473,0.9541025
25,110,-1,22251,16,11.25,34.88372093,0.871875
25,107,-3,22251,16,10.77,32.55813953,0.834675
25,105,-2,22251,16,10.29,31.00775194,0.797475
25,103,-2,20639,16,9.8092,29.45736434,0.760213
25,102,-1,20639,16,10.033,28.68217054,0.7775575
25,101,-1,20639,16,10.766,27.90697674,0.834365
25,102,1,20639,16,11.499,28.68217054,0.8911725
25,102,0,22111,16,12.13,28.68217054,0.940075
25,104,2,22111,17,12.562,30.23255814,0.973555
25,105,1,22111,17,12.995,31.00775194,1.0071125
25,107,2,22111,17,13.427,32.55813953,1.0405925
25,109,2,22573,17,13.859,34.10852713,1.0740725
25,110,1,22573,17,13.478,34.88372093,1.044545
25,111,1,22573,17,13.097,35.65891473,1.0150175
25,112,1,19340,17,12.717,36.43410853,0.9855675
25,112,0,19340,17,12.548,36.43410853,0.97247
25,112,0,19340,17,12.611,36.43410853,0.9773525
25,112,0,19811,17,12.673,36.43410853,0.9821575
25,112,0,19811,18,12.817,36.43410853,0.9933175
25,112,0,19811,18,13.154,36.43410853,1.019435
25,112,0,20299,18,13.49,36.43410853,1.045475
25,112,0,20299,18,13.711,36.43410853,1.0626025
25,112,0,20299,18,13.404,36.43410853,1.03881
25,113,1,21318,18,13.098,37.20930233,1.015095
25,113,0,21318,18,12.897,37.20930233,0.9995175
25,113,0,21318,18,13.176,37.20930233,1.02114
100,112,-1,21911,18,13.455,36.43410853,1.0427625
100,112,0,21911,18,13.702,36.43410853,1.061905
100,111,-1,21911,18,13.709,35.65891473,1.0624475
100,111,0,21867,18,13.717,35.65891473,1.0630675
100,111,0,21867,18,13.846,35.65891473,1.073065
100,110,-1,21867,19,14.079,34.88372093,1.0911225
100,110,0,22355,19,14.311,34.88372093,1.1091025
100,110,0,22355,19,14.003,34.88372093,1.0852325
100,111,1,22355,19,12.947,35.65891473,1.0033925
100,112,1,22355,20,11.89,36.43410853,0.921475
100,113,1,22155,19,10.907,37.20930233,0.8452925
100,113,0,22155,19,11.679,37.20930233,0.9051225
100,114,1,22155,19,12.451,37.98449612,0.9649525
100,114,0,22355,19,13.223,37.98449612,1.0247825
100,114,0,22355,19,13.737,37.98449612,1.0646175
100,114,0,22355,19,14.202,37.98449612,1.100655
100,115,1,23209,20,14.667,38.75968992,1.1366925
100,114,-1,23209,20,15.388,37.98449612,1.19257
100,114,0,23209,20,16.137,37.98449612,1.2506175
100,114,0,23331,20,16.836,37.98449612,1.30479
100,114,0,23331,20,16.353,37.98449612,1.2673575
100,114,0,23724,20,15.869,37.98449612,1.2298475
100,115,1,23724,20,15.417,38.75968992,1.1948175
100,115,0,23724,20,15.045,38.75968992,1.1659875
100,116,1,23401,20,14.672,39.53488372,1.13708
100,117,1,23401,20,14.358,40.31007752,1.112745
100,118,1,23401,20,14.124,41.08527132,1.09461
100,118,0,23523,20,13.89,41.08527132,1.076475
100,119,1,23523,20,13.719,41.86046512,1.0632225
100,119,0,23523,20,13.611,41.86046512,1.0548525
100,119,0,24116,20,13.504,41.86046512,1.04656
100,118,-1,24116,20,13.918,41.08527132,1.078645
100,118,0,24116,20,14.742,41.08527132,1.142505
100,118,0,24978,21,15.567,41.08527132,1.2064425
100,118,0,24978,21,15.724,41.08527132,1.21861
100,118,0,24978,21,15.438,41.08527132,1.196445
100,118,0,24360,21,15.152,41.08527132,1.17428
100,119,1,24360,21,15.216,41.86046512,1.17924
100,119,0,24360,21,15.358,41.86046512,1.190245
100,119,0,24804,21,15.499,41.86046512,1.2011725
100,120,1,24804,20,15.339,42.63565891,1.1887725
100,120,0,24804,20,15.137,42.63565891,1.1731175
100,120,0,24804,20,14.935,42.63565891,1.1574625
100,120,0,24020,20,14.738,42.63565891,1.142195
100,120,0,24020,20,14.596,42.63565891,1.13119
100,120,0,24020,19,14.453,42.63565891,1.1201075
100,121,1,24046,19,14.311,43.41085271,1.1091025
100,121,0,24046,19,14.711,43.41085271,1.1401025
