Time,WR,HR,VE,BF,VO2rel,HRR,VO2,,,
9,25,90,14672.632,20,7.8517,27.96610169,0.5182122,,,
10,25,91,14672.632,20,8.3715,28.81355932,0.552519,,,
11,25,94,15427.001,20,8.8914,31.3559322,0.5868324,,,
12,25,96,15427.001,21,9.2727,33.05084746,0.6119982,,,
13,25,97,15427.001,21,9.6053,33.89830508,0.6339498,,,
14,25,99,17622.887,21,9.9378,35.59322034,0.6558948,,,
15,25,100,17622.887,20,10.2704,36.44067797,0.6778464,,,
16,25,102,17622.887,20,10.2303,38.13559322,0.6751998,,,
17,25,102,17622.887,20,9.3209,38.13559322,0.6151794,,,
18,25,103,17660.232,20,8.4114,38.98305085,0.5551524,,,
19,25,104,17660.232,20,8.1001,39.83050847,0.5346066,,,
20,25,103,17660.232,20,8.5498,38.98305085,0.5642868,,,
21,25,101,17578.073,19,8.9996,37.28813559,0.5939736,,,
22,25,100,17578.073,19,9.3706,36.44067797,0.6184596,,,
23,25,98,17578.073,19,9.6329,34.74576271,0.6357714,,,
24,25,97,18623.733,19,9.8953,33.89830508,0.6530898,,,
25,25,96,18623.733,19,10.1511,33.05084746,0.6699726,,,
26,25,96,18623.733,19,10.2521,33.05084746,0.6766386,,,
27,25,95,18623.733,19,10.3531,32.20338983,0.6833046,,,
28,25,94,17495.914,19,10.4518,31.3559322,0.6898188,,,
29,25,94,17495.914,19,10.4384,31.3559322,0.6889344,,,
30,25,94,17495.914,19,10.4249,31.3559322,0.6880434,,,
31,25,95,19094.28,18,10.4115,32.20338983,0.687159,,,
32,25,95,19094.28,18,10.398,32.20338983,0.686268,,,
33,25,95,19094.28,18,10.3846,32.20338983,0.6853836,,,
34,25,95,19094.28,18,10.3711,32.20338983,0.6844926,,,
35,25,96,19094.28,18,10.3664,33.05084746,0.6841824,,,
36,25,96,19094.28,18,10.3619,33.05084746,0.6838854,,,
37,25,95,18033.682,18,10.3573,32.20338983,0.6835818,,,
38,25,93,18033.682,17,10.3528,30.50847458,0.6832848,,,
39,25,93,18033.682,16,10.365,30.50847458,0.68409,,,
40,25,92,18033.682,16,10.42,29.66101695,0.68772,,,
41,25,92,18033.682,16,10.4751,29.66101695,0.6913566,,,
42,25,92,17092.588,16,10.5301,29.66101695,0.6949866,,,
43,25,91,17092.588,15,10.5852,28.81355932,0.6986232,,,
44,25,90,17092.588,15,10.5887,27.96610169,0.6988542,,,
45,25,90,17092.588,15,10.5149,27.96610169,0.6939834,,,
46,25,89,17092.588,15,10.441,27.11864407,0.689106,,,
47,25,88,17929.116,15,10.3672,26.27118644,0.6842352,,,
48,25,87,17929.116,15,10.2086,25.42372881,0.6737676,,,
49,25,87,17929.116,15,9.7114,25.42372881,0.6409524,,,
50,25,86,17929.116,14,9.2141,24.57627119,0.6081306,,,
51,25,85,17697.577,14,8.7169,23.72881356,0.5753154,,,
52,25,84,17697.577,14,8.6375,22.88135593,0.570075,,,
53,25,82,17697.577,14,9.09,21.18644068,0.59994,,,
54,25,82,17697.577,14,9.5425,21.18644068,0.629805,,,
55,25,83,17891.771,14,9.995,22.03389831,0.65967,,,
56,25,83,17891.771,14,10.4475,22.03389831,0.689535,,,
57,25,83,17891.771,14,10.874,22.03389831,0.717684,,,
58,25,83,17891.771,13,10.8934,22.03389831,0.7189644,,,
59,25,85,17891.771,13,10.9127,23.72881356,0.7202382,,,
60,25,85,17428.693,13,10.932,23.72881356,0.721512,,,
61,25,84,17428.693,13,10.7589,22.88135593,0.7100874,,,
62,25,85,17428.693,13,10.1769,23.72881356,0.6716754,,,
63,25,86,17428.693,13,9.5948,24.57627119,0.6332568,,,
64,25,87,16084.273,13,9.0359,25.42372881,0.5963694,,,
65,25,88,16084.273,13,9.6115,26.27118644,0.634359,,,
66,25,89,16084.273,13,10.187,27.11864407,0.672342,,,
67,25,89,16629.51,13,10.7626,27.11864407,0.7103316,,,
68,25,88,16629.51,13,10.8589,26.27118644,0.7166874,,,
69,25,88,16629.51,14,10.9018,26.27118644,0.7195188,,,
70,25,88,16995.491,14,10.9448,26.27118644,0.7223568,,,
71,25,88,16995.491,15,10.9878,26.27118644,0.7251948,,,
72,25,89,16995.491,15,10.4954,27.11864407,0.6926964,,,
73,25,89,16995.491,15,9.9011,27.11864407,0.6534726,,,
74,25,89,16883.456,15,9.3068,27.11864407,0.6142488,,,
75,25,89,16883.456,15,9.2404,27.11864407,0.6098664,,,
76,25,89,16883.456,15,10.1125,27.11864407,0.667425,,,
77,25,88,17294.251,15,10.9846,26.27118644,0.7249836,,,
78,25,88,17294.251,16,11.32,26.27118644,0.74712,,,
79,25,88,17294.251,16,10.9143,26.27118644,0.7203438,,,
80,25,88,17062.712,16,10.5085,26.27118644,0.693561,,,
81,25,88,17062.712,16,10.0891,26.27118644,0.6658806,,,
82,25,89,17062.712,16,9.655,27.11864407,0.63723,,,
83,25,87,17525.79,17,9.2209,25.42372881,0.6085794,,,
84,25,87,17525.79,17,8.8732,25.42372881,0.5856312,,,
