WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
130,137,0,42475,25,27.974,60.76923077,1.8910424
130,137,0,44988,25,28.752,60.76923077,1.9436352
130,137,0,44988,25,27.81,60.76923077,1.879956
130,137,0,44399,25,27.231,60.76923077,1.8408156
130,137,0,44399,25,27.684,60.76923077,1.8714384
130,137,0,45445,25,27.728,60.76923077,1.8744128
130,137,0,45445,25,27.106,60.76923077,1.8323656
25,137,0,41714,25,26.443,60.76923077,1.7875468
25,137,0,41714,26,25.651,60.76923077,1.7340076
25,137,0,43830,27,24.533,60.76923077,1.6584308
25,137,0,43830,28,22.925,60.76923077,1.54973
25,137,0,46152,29,22.998,60.76923077,1.5546648
25,136,-1,46152,29,24.289,60,1.6419364
25,135,-1,45778,29,24.997,59.23076923,1.6897972
25,134,-1,45778,29,22.648,58.46153846,1.5310048
