WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
25,119,3,14768,20,12.303,30.70175439,0.5942349
25,121,2,16939,20,11.963,32.45614035,0.5778129
25,122,1,16939,22,11.623,33.33333333,0.5613909
25,123,1,17892,23,11.841,34.21052632,0.5719203
25,124,1,17892,24,12.401,35.0877193,0.5989683
25,125,1,17892,24,12.96,35.96491228,0.625968
25,125,0,19162,24,12.545,35.96491228,0.6059235
25,125,0,19162,25,11.916,35.96491228,0.5755428
25,125,0,19162,25,11.288,35.96491228,0.5452104
25,125,0,20225,25,11.645,35.96491228,0.5624535
25,124,-1,20225,25,12.066,35.0877193,0.5827878
25,123,-1,20225,25,12.486,34.21052632,0.6030738
25,123,0,19099,24,12.355,34.21052632,0.5967465
25,122,-1,19099,23,12.135,33.33333333,0.5861205
25,121,-1,19099,23,11.914,32.45614035,0.5754462
25,120,-1,19099,22,11.921,31.57894737,0.5757843
25,119,-1,18377,22,12.217,30.70175439,0.5900811
25,119,0,18377,22,12.514,30.70175439,0.6044262
25,119,0,18377,21,12.636,30.70175439,0.6103188
25,118,-1,17886,21,12.571,29.8245614,0.6071793
25,118,0,17886,21,12.506,29.8245614,0.6040398
25,117,-1,18025,20,12.699,28.94736842,0.6133617
25,117,0,18025,20,12.941,28.94736842,0.6250503
25,116,-1,18025,20,13.183,28.07017544,0.6367389
25,116,0,18025,20,13.259,28.07017544,0.6404097
110,115,-1,17384,20,13.18,27.19298246,0.636594
110,115,0,17384,20,13.101,27.19298246,0.6327783
110,114,-1,17199,20,13.366,26.31578947,0.6455778
110,114,0,17199,20,13.793,26.31578947,0.6662019
110,115,1,17199,20,14.181,27.19298246,0.6849423
110,115,0,17072,20,14.431,27.19298246,0.6970173
110,116,1,17072,20,14.681,28.07017544,0.7090923
110,117,1,17072,20,14.983,28.94736842,0.7236789
110,118,1,17540,20,15.666,29.8245614,0.7566678
110,119,1,17540,20,16.348,30.70175439,0.7896084
110,120,1,17540,20,17.031,31.57894737,0.8225973
110,121,1,17407,20,16.086,32.45614035,0.7769538
110,121,0,17407,20,15.072,32.45614035,0.7279776
110,122,1,17407,20,14.162,33.33333333,0.6840246
110,123,1,17407,20,15.734,34.21052632,0.7599522
110,124,1,20484,20,17.305,35.0877193,0.8358315
110,124,0,20484,20,18.876,35.0877193,0.9117108
110,124,0,20484,20,20.447,35.0877193,0.9875901
110,124,0,19451,19,19.848,35.0877193,0.9586584
110,125,1,19451,19,17.402,35.96491228,0.8405166
110,124,-1,19451,19,15.204,35.0877193,0.7343532
110,124,0,20034,19,14.532,35.0877193,0.7018956
110,124,0,20034,19,13.86,35.0877193,0.669438
110,124,0,20034,20,14.137,35.0877193,0.6828171
110,124,0,19924,20,15.722,35.0877193,0.7593726
