WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
115,92,1,22053,19,12.699,29.66101695,0.838134
115,96,4,22992,19,12.103,33.05084746,0.798798
115,100,4,22992,19,11.506,36.44067797,0.759396
115,103,3,22992,19,11.819,38.98305085,0.780054
115,106,3,24258,19,12.737,41.52542373,0.840642
115,108,2,24258,19,13.593,43.22033898,0.897138
115,109,1,26777,20,13.883,44.06779661,0.916278
115,110,1,26777,21,14.172,44.91525424,0.935352
115,112,2,26777,22,14.222,46.61016949,0.938652
115,113,1,28709,22,14.111,47.45762712,0.931326
115,114,1,28709,22,14.001,48.30508475,0.924066
115,115,1,28709,22,14.017,49.15254237,0.925122
115,116,1,28709,23,14.123,50,0.932118
115,116,0,33446,23,14.23,50,0.93918
115,116,0,33446,23,14.337,50,0.946242
115,116,0,33446,23,14.444,50,0.953304
115,116,0,33446,23,14.574,50,0.961884
115,116,0,33446,23,15.07,50,0.99462
115,117,1,32347,22,15.566,50.84745763,1.027356
115,117,0,32347,21,16.061,50.84745763,1.060026
115,117,0,32347,20,15.946,50.84745763,1.052436
115,117,0,32440,20,15.457,50.84745763,1.020162
115,117,0,32440,19,14.967,50.84745763,0.987822
115,118,1,32440,19,15.052,51.69491525,0.993432
175,118,0,32227,19,15.589,51.69491525,1.028874
175,118,0,32227,19,16.125,51.69491525,1.06425
175,119,1,31541,19,16.564,52.54237288,1.093224
175,119,0,31541,18,16.984,52.54237288,1.120944
175,119,0,31687,19,18.646,52.54237288,1.230636
175,119,0,31687,19,20.477,52.54237288,1.351482
175,120,1,31687,19,22.004,53.38983051,1.452264
175,120,0,32740,19,23.414,53.38983051,1.545324
175,121,1,32740,19,24.024,54.23728814,1.585584
175,121,0,33040,19,22.58,54.23728814,1.49028
175,122,1,33040,20,21.135,55.08474576,1.39491
175,122,0,33040,20,20.625,55.08474576,1.36125
175,123,1,35812,21,21.303,55.93220339,1.405998
175,123,0,35812,22,21.981,55.93220339,1.450746
175,124,1,35812,23,23.04,56.77966102,1.52064
175,125,1,37257,23,24.263,57.62711864,1.601358
175,125,0,37257,23,25.416,57.62711864,1.677456
175,125,0,37257,23,24.884,57.62711864,1.642344
175,126,1,39383,23,24.351,58.47457627,1.607166
175,126,0,39383,24,23.819,58.47457627,1.572054
175,126,0,39383,24,23.453,58.47457627,1.547898
175,126,0,41222,24,23.443,58.47457627,1.547238
175,127,1,41222,23,23.433,59.3220339,1.546578
175,127,0,41222,22,24.143,59.3220339,1.593438
175,127,0,41882,22,25.517,59.3220339,1.684122
175,128,1,41882,22,26.426,60.16949153,1.744116
175,129,1,42648,22,26.136,61.01694915,1.724976
175,129,0,42648,22,25.522,61.01694915,1.684452
175,130,1,41868,22,24.077,61.86440678,1.589082
175,130,0,41868,22,22.847,61.86440678,1.507902
115,130,0,42941,23,22.035,61.86440678,1.45431
115,130,0,42941,23,22.2,61.86440678,1.4652
115,130,0,43634,24,24.644,61.86440678,1.626504
115,130,0,43634,24,26.435,61.86440678,1.74471
115,130,0,44360,24,26.959,61.86440678,1.779294
115,130,0,44360,25,27.364,61.86440678,1.806024
115,130,0,45799,26,26.895,61.86440678,1.77507
115,129,-1,45799,27,26.427,61.01694915,1.744182
115,129,0,45799,28,26.161,61.01694915,1.726626
115,129,0,47012,28,26,61.01694915,1.716
115,128,-1,47012,28,25.782,60.16949153,1.701612
115,128,0,46806,28,25.154,60.16949153,1.660164
115,128,0,46806,27,24.526,60.16949153,1.618716
115,127,-1,46806,27,24,59.3220339,1.584
115,127,0,46806,27,24.106,59.3220339,1.590996
115,126,-1,46246,27,24.211,58.47457627,1.597926
115,126,0,46246,26,24.561,58.47457627,1.621026
115,126,0,46166,25,26.027,58.47457627,1.717782
115,126,0,46166,24,27.494,58.47457627,1.814604
115,126,0,46166,24,27.858,58.47457627,1.838628
115,126,0,46766,24,27.03,58.47457627,1.78398
115,126,0,46766,24,26.201,58.47457627,1.729266
115,127,1,46766,23,26.31,59.3220339,1.73646
115,127,0,47405,23,26.524,59.3220339,1.750584
115,127,0,47405,23,26.674,59.3220339,1.760484
115,128,1,47818,22,26.098,60.16949153,1.722468
115,128,0,47818,22,25.522,60.16949153,1.684452
115,128,0,47818,22,25.728,60.16949153,1.698048
115,128,0,48045,22,26.107,60.16949153,1.723062
115,127,-1,48045,22,26.779,59.3220339,1.767414
175,127,0,48318,22,27.682,59.3220339,1.827012
175,127,0,48318,23,28.532,59.3220339,1.883112
175,127,0,50870,23,29.324,59.3220339,1.935384
175,128,1,50870,24,29.54,60.16949153,1.94964
175,128,0,51976,24,28.732,60.16949153,1.896312
175,129,1,51976,25,28.805,61.01694915,1.90113
175,129,0,53455,25,29.912,61.01694915,1.974192
175,129,0,53455,26,30.616,61.01694915,2.020656
175,130,1,55714,27,30.284,61.86440678,1.998744
175,130,0,55714,27,29.952,61.86440678,1.976832
175,131,1,56787,27,29.412,62.71186441,1.941192
175,131,0,56787,28,28.919,62.71186441,1.908654
175,132,1,58619,28,29.016,63.55932203,1.915056
175,133,1,58619,29,29.038,64.40677966,1.916508
175,133,0,61258,29,28.761,64.40677966,1.898226
175,134,1,61258,29,28.379,65.25423729,1.873014
175,135,1,62077,30,27.853,66.10169492,1.838298
175,135,0,62077,30,28.302,66.10169492,1.867932
175,136,1,63050,30,29.459,66.94915254,1.944294
175,136,0,63050,30,28.325,66.94915254,1.86945
175,136,0,63130,30,26.01,66.94915254,1.71666
175,136,0,62377,31,26.673,66.94915254,1.760418
175,136,0,62377,31,27.906,66.94915254,1.841796
175,136,0,63323,32,29.163,66.94915254,1.924758
