WR,HR,DeltaHR,VE,BF,VO2rel,HRR,VO2
25,90,1,15416,6,6.1964,20.1754386,0.4771228
25,92,2,15539,6,6.8063,21.92982456,0.5240851
25,93,1,15539,6,7.4162,22.80701754,0.5710474
25,94,1,15539,6,7.9143,23.68421053,0.6094011
25,95,1,15539,7,8.2811,24.56140351,0.6376447
25,96,1,15539,7,8.648,25.43859649,0.665896
25,94,-2,15539,7,9.0148,23.68421053,0.6941396
25,93,-1,13408,6,9.3774,22.80701754,0.7220598
25,92,-1,13408,6,9.5293,21.92982456,0.7337561
25,92,0,13408,6,9.6811,21.92982456,0.7454447
25,90,-2,13408,6,9.833,20.1754386,0.757141
25,88,-2,13408,6,9.7332,18.42105263,0.7494564
25,87,-1,13408,6,9.145,17.54385965,0.704165
25,86,-1,10813,6,8.5568,16.66666667,0.6588736
25,84,-2,10813,6,7.9686,14.9122807,0.6135822
25,83,-1,10813,6,7.538,14.03508772,0.580426
25,82,-1,10813,6,7.1749,13.15789474,0.5524673
25,81,-1,14180,7,6.8118,12.28070175,0.5245086
25,80,-1,14180,9,6.5357,11.40350877,0.5032489
25,80,0,14180,11,6.8972,11.40350877,0.5310844
25,80,0,14262,12,7.2587,11.40350877,0.5589199
25,82,2,14262,12,7.6202,13.15789474,0.5867554
25,83,1,14262,12,8.4123,14.03508772,0.6477471
110,85,2,14762,13,9.7524,15.78947368,0.7509348
110,86,1,14762,13,11.093,16.66666667,0.854161
110,87,1,14762,13,11.184,17.54385965,0.861168
110,87,0,14762,14,10.211,17.54385965,0.786247
110,87,0,14780,14,9.2374,17.54385965,0.7112798
110,88,1,14780,14,8.2643,18.42105263,0.6363511
110,88,0,14780,14,8.5639,18.42105263,0.6594203
110,88,0,15327,14,8.9165,18.42105263,0.6865705
110,88,0,15327,14,9.2691,18.42105263,0.7137207
110,89,1,15327,14,9.5339,19.29824561,0.7341103
110,90,1,15327,14,9.7402,20.1754386,0.7499954
110,91,1,17105,14,9.9465,21.05263158,0.7658805
110,92,1,17105,15,10.135,21.92982456,0.780395
