Time,WR,HR,VE,BF,VO2rel,HRR,VO2
451,112.9166667,115,33773.74,22,18.2868,37.79527559,1.4812308
452,113.3333333,115,33773.74,22,17.7467,37.79527559,1.4374827
453,113.75,116,33195.775,22,16.9864,38.58267717,1.3758984
454,114.1666667,117,33195.775,21,16.36,39.37007874,1.32516
455,114.5833333,117,33195.775,21,17.2732,39.37007874,1.3991292
456,115,118,34231.75,21,18.1863,40.15748031,1.4730903
457,115.4166667,118,34231.75,22,18.6991,40.15748031,1.5146271
458,115.8333333,119,35006.005,22,18.7422,40.94488189,1.5181182
459,116.25,119,35006.005,22,18.7802,40.94488189,1.5211962
460,116.6666667,119,35006.005,22,18.697,40.94488189,1.514457
461,117.0833333,119,35976.55,22,18.6138,40.94488189,1.5077178
462,117.5,119,35976.55,22,18.5127,40.94488189,1.4995287
463,117.9166667,119,35976.55,22,18.3797,40.94488189,1.4887557
464,118.3333333,120,37154.29,22,18.2467,41.73228346,1.4779827
465,118.75,120,37154.29,22,19.0423,41.73228346,1.5424263
466,119.1666667,120,35311.345,23,20.0701,41.73228346,1.6256781
467,119.5833333,120,35311.345,23,20.6358,41.73228346,1.6714998
468,120,121,37874.02,23,20.0136,42.51968504,1.6211016
469,120.4166667,121,37874.02,23,19.3914,42.51968504,1.5707034
470,120.8333333,121,37874.02,24,19.1413,42.51968504,1.5504453
471,121.25,121,37874.02,24,18.9148,42.51968504,1.5320988
472,121.6666667,122,40305.835,24,18.8186,43.30708661,1.5243066
473,122.0833333,122,40305.835,23,19.0929,43.30708661,1.5465249
474,122.5,121,40305.835,23,19.3671,42.51968504,1.5687351
475,122.9166667,121,38757.325,23,19.6414,42.51968504,1.5909534
476,123.3333333,122,38757.325,22,18.4904,43.30708661,1.4977224
477,123.75,122,38757.325,22,17.28,43.30708661,1.39968
478,124.1666667,122,37732.255,22,16.3441,43.30708661,1.3238721
479,124.5833333,122,37732.255,22,17.094,43.30708661,1.384614
480,125,123,37732.255,21,17.8438,44.09448819,1.4453478
481,125.4166667,123,38364.745,21,18.5937,44.09448819,1.5060897
482,125.8333333,123,38364.745,21,18.8732,44.09448819,1.5287292
483,126.25,124,38310.22,21,18.951,44.88188976,1.535031
484,126.6666667,124,38310.22,21,19.0289,44.88188976,1.5413409
485,127.0833333,123,38310.22,21,19.783,44.09448819,1.602423
486,127.5,123,39280.765,21,20.6856,44.09448819,1.6755336
487,127.9166667,122,39280.765,21,20.8459,43.30708661,1.6885179
488,128.3333333,122,39280.765,21,19.274,43.30708661,1.561194
489,128.75,121,37296.055,21,17.702,42.51968504,1.433862
490,129.1666667,121,37296.055,20,17.84,42.51968504,1.44504
491,129.5833333,121,37296.055,20,18.9396,42.51968504,1.5341076
492,130,121,37993.975,20,20.0393,42.51968504,1.6231833
493,130.4166667,121,37993.975,21,20.6072,42.51968504,1.6691832
494,130.8333333,122,37993.975,21,21.1751,43.30708661,1.7151831
495,131.25,123,39826.015,21,21.743,44.09448819,1.761183
496,131.6666667,124,39826.015,21,21.9954,44.88188976,1.7816274
497,132.0833333,125,41756.2,21,22.1965,45.66929134,1.7979165
498,132.5,125,41756.2,22,21.468,45.66929134,1.738908
499,132.9166667,126,40818.37,23,18.5708,46.45669291,1.5042348
500,133.3333333,126,40818.37,23,18.0251,46.45669291,1.4600331
501,133.75,126,40818.37,23,18.802,46.45669291,1.522962
502,134.1666667,127,40818.37,23,19.579,47.24409449,1.585899
503,134.5833333,127,41734.39,23,19.8949,47.24409449,1.6114869
504,135,126,41734.39,22,19.7852,46.45669291,1.6026012
505,135.4166667,126,41734.39,21,19.6754,46.45669291,1.5937074
506,135.8333333,127,41734.39,21,19.5657,47.24409449,1.5848217
507,136.25,127,41734.39,21,19.456,47.24409449,1.575936
508,136.6666667,128,39607.915,21,19.3463,48.03149606,1.5670503
509,137.0833333,128,39607.915,20,20.2057,48.03149606,1.6366617
510,137.5,129,39607.915,19,21.1054,48.81889764,1.7095374
511,137.9166667,129,39607.915,19,22.0052,48.81889764,1.7824212
512,138.3333333,128,40665.7,19,22.6457,48.03149606,1.8343017
513,138.75,127,40665.7,19,22.2488,47.24409449,1.8021528
514,139.1666667,126,40665.7,18,21.8518,46.45669291,1.7699958
515,139.5833333,125,40665.7,18,21.4549,45.66929134,1.7378469
516,140,123,37983.07,18,21.0304,44.09448819,1.7034624
517,140.4166667,122,37983.07,17,20.5609,43.30708661,1.6654329
518,140.8333333,121,37983.07,17,20.0914,42.51968504,1.6274034
519,141.25,121,37677.73,17,19.6218,42.51968504,1.5893658
520,141.6666667,121,37677.73,17,19.5965,42.51968504,1.5873165
521,142.0833333,121,37677.73,17,19.9812,42.51968504,1.6184772
522,142.5,122,36903.475,17,20.366,43.30708661,1.649646
523,142.9166667,122,36903.475,16,21.0699,43.30708661,1.7066619
524,143.3333333,123,36903.475,16,22.0685,44.09448819,1.7875485
525,143.75,124,36903.475,16,23.0672,44.88188976,1.8684432
526,144.1666667,126,38310.22,16,23.8624,46.45669291,1.9328544
527,144.5833333,126,38310.22,16,23.731,46.45669291,1.922211
528,145,127,38310.22,16,23.5997,47.24409449,1.9115757
529,145.4166667,128,36914.38,16,23.4684,48.03149606,1.9009404
530,145.8333333,128,36914.38,16,22.7559,48.03149606,1.8432279
531,146.25,128,37906.735,17,21.8796,48.03149606,1.7722476
532,146.6666667,128,37906.735,17,21.2432,48.03149606,1.7206992
533,147.0833333,128,37906.735,18,21.3669,48.03149606,1.7307189
534,147.5,127,37906.735,18,21.4905,47.24409449,1.7407305
535,147.9166667,126,37764.97,18,21.7318,46.45669291,1.7602758
536,148.3333333,126,37764.97,18,22.4434,46.45669291,1.8179154
537,148.75,126,37764.97,18,23.155,46.45669291,1.875555
538,149.1666667,126,37764.97,18,23.8666,46.45669291,1.9331946
539,149.5833333,126,39880.54,18,24.3873,46.45669291,1.9753713
540,150,126,39880.54,18,24.1441,46.45669291,1.9556721
541,150.4166667,127,39880.54,18,23.9009,47.24409449,1.9359729
542,150.8333333,128,41352.715,18,23.6577,48.03149606,1.9162737
543,151.25,129,41352.715,18,23.7185,48.81889764,1.9211985
544,151.6666667,130,41352.715,18,23.9224,49.60629921,1.9377144
545,152.0833333,131,42039.73,18,24.1263,50.39370079,1.9542303
546,152.5,131,42039.73,18,24.266,50.39370079,1.965546
547,152.9166667,132,42039.73,18,24.3464,51.18110236,1.9720584
548,153.3333333,132,42039.73,18,24.4269,51.18110236,1.9785789
549,153.75,132,42203.305,18,24.4863,51.18110236,1.9833903
550,154.1666667,132,42203.305,18,24.3923,51.18110236,1.9757763
551,154.5833333,132,42203.305,18,24.2983,51.18110236,1.9681623
552,155,132,42279.64,18,24.2042,51.18110236,1.9605402
553,155.4166667,132,42279.64,18,23.8852,51.18110236,1.9347012
554,155.8333333,132,42279.64,18,23.4397,51.18110236,1.8986157
555,156.25,133,44536.975,18,22.9942,51.96850394,1.8625302
556,156.6666667,134,44536.975,18,23.0276,52.75590551,1.8652356
557,157.0833333,134,44536.975,18,23.2122,52.75590551,1.8801882
558,157.5,135,44536.975,17,23.3968,53.54330709,1.8951408
559,157.9166667,135,44536.975,17,23.5814,53.54330709,1.9100934
560,158.3333333,135,44482.45,17,23.4026,53.54330709,1.8956106
561,158.75,135,44482.45,17,23.096,53.54330709,1.870776
562,159.1666667,134,44482.45,17,22.7895,52.75590551,1.8459495
563,159.5833333,134,43959.01,17,22.4829,52.75590551,1.8211149
564,160,133,43959.01,17,22.7162,51.96850394,1.8400122
565,160.4166667,132,43959.01,17,23.0231,51.18110236,1.8648711
566,160.8333333,132,43959.01,17,23.3299,51.18110236,1.8897219
567,161.25,132,43959.01,17,23.6368,51.18110236,1.9145808
568,161.6666667,132,43969.915,17,24.0541,51.18110236,1.9483821
569,162.0833333,132,43969.915,17,24.5283,51.18110236,1.9867923
570,162.5,133,43969.915,16,25.0025,51.96850394,2.0252025
571,162.9166667,134,43969.915,16,25.4767,52.75590551,2.0636127
572,163.3333333,134,43359.235,16,25.8352,52.75590551,2.0926512
573,163.75,135,43359.235,16,26.1392,53.54330709,2.1172752
574,164.1666667,135,43359.235,16,26.4432,53.54330709,2.1418992
575,164.5833333,136,43359.235,16,26.7473,54.33070866,2.1665313
576,165,136,42912.13,16,26.3939,54.33070866,2.1379059
577,165.4166667,136,42912.13,16,25.8095,54.33070866,2.0905695
578,165.8333333,135,42912.13,16,25.2252,53.54330709,2.0432412
579,166.25,136,42912.13,15,24.6408,54.33070866,1.9959048
580,166.6666667,136,43686.385,15,25.0521,54.33070866,2.0292201
581,167.0833333,136,43686.385,15,25.8506,54.33070866,2.0938986
582,167.5,136,43686.385,15,26.6491,54.33070866,2.1585771
583,167.9166667,137,43326.52,15,27.4374,55.11811024,2.2224294
584,168.3333333,138,43326.52,15,27.7307,55.90551181,2.2461867
585,168.75,138,43326.52,15,28.0239,55.90551181,2.2699359
586,169.1666667,139,43326.52,15,28.3171,56.69291339,2.2936851
587,169.5833333,139,43686.385,15,28.1924,56.69291339,2.2835844
588,170,139,43686.385,15,27.441,56.69291339,2.222721
589,170.4166667,139,43686.385,15,26.6896,56.69291339,2.1618576
590,170.8333333,139,43686.385,15,25.9382,56.69291339,2.1009942
591,171.25,139,44078.965,15,25.5649,56.69291339,2.0707569
592,171.6666667,139,44078.965,15,25.4041,56.69291339,2.0577321
593,172.0833333,138,44078.965,15,25.2434,55.90551181,2.0447154
594,172.5,138,44078.965,15,25.0826,55.90551181,2.0316906
595,172.9166667,138,44264.35,15,25.1902,55.90551181,2.0404062
596,173.3333333,138,44264.35,15,25.924,55.90551181,2.099844
597,173.75,139,44264.35,15,26.6577,56.69291339,2.1592737
598,174.1666667,140,44264.35,15,27.3914,57.48031496,2.2187034
599,174.5833333,140,45311.23,15,27.6842,57.48031496,2.2424202
600,175,141,45311.23,15,27.7695,58.26771654,2.2493295
601,175.4166667,141,45311.23,15,27.8549,58.26771654,2.2562469
602,175.8333333,142,45311.23,16,27.9402,59.05511811,2.2631562
603,176.25,141,45671.095,16,26.6967,58.26771654,2.1624327
604,176.6666667,141,45671.095,16,25.4533,58.26771654,2.0617173
605,177.0833333,140,45671.095,15,24.2098,57.48031496,1.9609938
606,177.5,140,45671.095,15,22.9664,57.48031496,1.8602784
607,177.9166667,140,45921.91,15,23.4228,57.48031496,1.8972468
608,178.3333333,139,45921.91,15,25.4484,56.69291339,2.0613204
609,178.75,139,45921.91,15,27.4741,56.69291339,2.2254021
610,179.1666667,140,45921.91,15,29.4997,57.48031496,2.3894757
611,179.5833333,140,45452.995,15,29.6124,57.48031496,2.3986044
612,180,141,45452.995,15,28.8249,58.26771654,2.3348169
613,180.4166667,141,45452.995,15,28.0374,58.26771654,2.2710294
614,180.8333333,142,45452.995,15,27.25,59.05511811,2.20725
615,181.25,142,45791.05,15,27.1619,59.05511811,2.2001139
616,181.6666667,142,45791.05,15,27.088,59.05511811,2.194128
617,182.0833333,143,45791.05,15,27.0142,59.84251969,2.1881502
618,182.5,143,45791.05,15,27.0695,59.84251969,2.1926295
619,182.9166667,142,45998.245,15,28.0721,59.05511811,2.2738401
620,183.3333333,142,45998.245,15,29.0746,59.05511811,2.3550426
621,183.75,142,45998.245,15,30.0771,59.05511811,2.4362451
622,184.1666667,143,46412.635,15,31.0277,59.84251969,2.5132437
623,184.5833333,143,46412.635,15,29.4348,59.84251969,2.3842188
624,185,144,46412.635,15,27.8418,60.62992126,2.2551858
625,185.4166667,145,46412.635,15,26.2489,61.41732283,2.1261609
626,185.8333333,146,46412.635,15,24.6559,62.20472441,1.9971279
627,186.25,146,45594.76,15,24.6331,62.20472441,1.9952811
628,186.6666667,147,45594.76,15,25.8438,62.99212598,2.0933478
629,187.0833333,147,45594.76,15,27.0546,62.99212598,2.1914226
630,187.5,147,46663.45,15,28.2654,62.99212598,2.2894974
631,187.9166667,146,46663.45,15,29.3945,62.20472441,2.3809545
632,188.3333333,145,46663.45,15,30.5033,61.41732283,2.4707673
633,188.75,145,46663.45,15,31.612,61.41732283,2.560572
634,189.1666667,145,48648.16,15,32.3618,61.41732283,2.6213058
635,189.5833333,145,48648.16,15,31.6754,61.41732283,2.5657074
636,190,145,48648.16,15,30.9891,61.41732283,2.5101171
637,190.4166667,145,48648.16,15,30.3028,61.41732283,2.4545268
638,190.8333333,146,49640.515,15,29.6164,62.20472441,2.3989284
639,191.25,146,49640.515,15,29.5241,62.20472441,2.3914521
640,191.6666667,146,49640.515,15,29.5128,62.20472441,2.3905368
641,192.0833333,148,49640.515,15,29.5014,63.77952756,2.3896134
642,192.5,148,49945.855,15,29.7227,63.77952756,2.4075387
643,192.9166667,148,49945.855,15,30.3955,63.77952756,2.4620355
644,193.3333333,149,49945.855,15,31.0683,64.56692913,2.5165323
645,193.75,149,49945.855,15,31.7411,64.56692913,2.5710291
646,194.1666667,149,51821.515,15,32.0305,64.56692913,2.5944705
647,194.5833333,149,51821.515,15,31.7449,64.56692913,2.5713369
648,195,149,51821.515,15,31.4592,64.56692913,2.5481952
649,195.4166667,149,51821.515,15,31.1736,64.56692913,2.5250616
650,195.8333333,149,52006.9,15,31.116,64.56692913,2.520396
651,196.25,149,52006.9,15,31.6447,64.56692913,2.5632207
652,196.6666667,150,52006.9,15,32.1734,65.35433071,2.6060454
653,197.0833333,151,52006.9,15,32.7021,66.14173228,2.6488701
654,197.5,151,53413.645,15,33.4134,66.14173228,2.7064854
655,197.9166667,152,53413.645,15,34.1889,66.92913386,2.7693009
656,198.3333333,153,53413.645,15,34.9644,67.71653543,2.8321164
657,198.75,153,53413.645,15,35.7399,67.71653543,2.8949319
658,199.1666667,153,54983.965,15,36.1004,67.71653543,2.9241324
659,199.5833333,154,54983.965,15,36.2994,68.50393701,2.9402514
660,200,154,54983.965,15,36.4985,68.50393701,2.9563785
661,200.4166667,155,54983.965,15,36.6976,69.29133858,2.9725056
662,200.8333333,155,53577.22,15,36.8966,69.29133858,2.9886246
663,201.25,155,53577.22,15,37.0957,69.29133858,3.0047517
664,201.6666667,156,53577.22,15,37.2947,70.07874016,3.0208707
665,202.0833333,156,57197.68,15,37.4938,70.07874016,3.0369978
666,202.5,157,57197.68,15,37.1271,70.86614173,3.0072951
667,202.9166667,156,57197.68,16,36.7488,70.07874016,2.9766528
668,203.3333333,157,60523.705,16,36.2859,70.86614173,2.9391579
669,203.75,157,60523.705,16,35.2023,70.86614173,2.8513863
670,204.1666667,157,60523.705,16,34.1186,70.86614173,2.7636066
671,204.5833333,157,62377.555,16,33.035,70.86614173,2.675835
672,205,157,62377.555,16,33.2144,70.86614173,2.6903664
673,205.4166667,157,62377.555,16,33.7501,70.86614173,2.7337581
674,205.8333333,157,65234.665,17,34.2858,70.86614173,2.7771498
675,206.25,157,65234.665,17,33.9292,70.86614173,2.7482652
676,206.6666667,157,65234.665,17,32.5252,70.86614173,2.6345412
677,207.0833333,157,68495.26,17,31.1212,70.86614173,2.5208172
678,207.5,157,68495.26,18,30.2833,70.86614173,2.4529473
679,207.9166667,157,68495.26,18,29.8227,70.86614173,2.4156387
680,208.3333333,158,68495.26,18,29.3621,71.65354331,2.3783301
681,208.75,158,67557.43,18,29.0669,71.65354331,2.3544189
682,209.1666667,159,67557.43,18,29.2955,72.44094488,2.3729355
683,209.5833333,159,67557.43,18,29.524,72.44094488,2.391444
684,210,159,67557.43,18,29.7525,72.44094488,2.4099525
685,210.4166667,159,66477.835,18,29.9989,72.44094488,2.4299109
686,210.8333333,159,66477.835,18,30.8963,72.44094488,2.5026003
687,211.25,160,66477.835,18,33.0488,73.22834646,2.6769528
688,211.6666667,160,66477.835,18,35.2012,73.22834646,2.8512972
689,212.0833333,160,62900.995,18,35.7787,73.22834646,2.8980747
690,212.5,159,62900.995,18,34.3516,72.44094488,2.7824796
691,212.9166667,160,62900.995,18,32.9246,73.22834646,2.6668926
692,213.3333333,160,62900.995,17,31.684,73.22834646,2.566404
693,213.75,160,58157.32,17,31.1893,73.22834646,2.5263333
694,214.1666667,160,58157.32,17,33.212,73.22834646,2.690172
695,214.5833333,161,58157.32,17,36.7775,74.01574803,2.9789775
696,215,161,58157.32,16,39.6266,74.01574803,3.2097546
697,215.4166667,161,56608.81,16,38.074,74.01574803,3.083994
698,215.8333333,161,56608.81,16,36.5215,74.01574803,2.9582415
699,216.25,162,56608.81,16,34.9689,74.80314961,2.8324809
700,216.6666667,162,56118.085,16,33.4163,74.80314961,2.7067203
701,217.0833333,162,56118.085,16,33.1741,74.80314961,2.6871021
702,217.5,163,56118.085,16,32.9864,75.59055118,2.6718984
703,217.9166667,163,56477.95,16,32.7987,75.59055118,2.6566947
704,218.3333333,164,56477.95,16,33.7667,76.37795276,2.7351027
705,218.75,163,56477.95,16,37.4314,75.59055118,3.0319434
706,219.1666667,164,57688.405,16,41.0961,76.37795276,3.3287841
707,219.5833333,164,57688.405,16,40.0602,76.37795276,3.2448762
708,220,164,62453.89,17,36.6029,76.37795276,2.9648349
709,220.4166667,165,62453.89,18,35.1986,77.16535433,2.8510866
710,220.8333333,165,62453.89,18,34.7605,77.16535433,2.8156005
711,221.25,165,62453.89,18,34.3224,77.16535433,2.7801144
712,221.6666667,165,62203.075,18,35.2327,77.16535433,2.8538487
713,222.0833333,165,62203.075,18,36.5689,77.16535433,2.9620809
714,222.5,166,65125.615,19,37.9051,77.95275591,3.0703131
715,222.9166667,166,65125.615,19,38.1882,77.95275591,3.0932442
716,223.3333333,166,69956.53,20,35.1366,77.95275591,2.8460646
717,223.75,166,69956.53,21,35.0792,77.95275591,2.8414152
718,224.1666667,167,69956.53,22,37.19,78.74015748,3.01239
719,224.5833333,167,70360.015,22,39.3008,78.74015748,3.1833648
720,225,167,70360.015,22,36.9144,78.74015748,2.9900664
721,225.4166667,168,70360.015,22,34.5279,79.52755906,2.7967599
722,225.8333333,168,70360.015,22,32.1414,79.52755906,2.6034534
723,226.25,169,65376.43,22,31.6807,80.31496063,2.5661367
724,226.6666667,169,65376.43,22,33.6386,80.31496063,2.7247266
725,227.0833333,169,63806.11,21,37.4119,80.31496063,3.0303639
726,227.5,169,63806.11,21,41.1851,80.31496063,3.3359931
727,227.9166667,170,64405.885,21,38.4731,81.1023622,3.1163211
728,228.3333333,170,64405.885,21,30.2365,81.1023622,2.4491565
729,228.75,170,64405.885,22,34.8512,81.1023622,2.8229472
730,229.1666667,170,70000.15,22,41.9138,81.1023622,3.3950178
731,229.5833333,170,70000.15,22,42.6719,81.1023622,3.4564239
732,230,170,71112.46,23,39.5657,81.1023622,3.2048217
733,230.4166667,171,71112.46,23,36.5112,81.88976378,2.9574072
734,230.8333333,171,71112.46,22,35.9846,81.88976378,2.9147526
735,231.25,171,69095.035,22,35.4579,81.88976378,2.8720899
736,231.6666667,172,69095.035,22,35.903,82.67716535,2.908143
737,232.0833333,172,69095.035,22,37.4889,82.67716535,3.0366009
738,232.5,173,70828.93,22,39.0748,83.46456693,3.1650588
739,232.9166667,173,70828.93,22,38.3629,83.46456693,3.1073949
740,233.3333333,173,78113.47,23,37.5044,83.46456693,3.0378564
741,233.75,173,78113.47,24,36.6928,83.46456693,2.9721168
742,234.1666667,173,80588.905,25,38.1842,83.46456693,3.0929202
743,234.5833333,173,80588.905,25,39.6757,83.46456693,3.2137317
744,235,173,80588.905,25,38.2364,83.46456693,3.0971484
745,235.4166667,173,79094.92,25,36.7373,83.46456693,2.9757213
746,235.8333333,174,79094.92,24,36.8005,84.2519685,2.9808405
747,236.25,174,75081.88,24,37.4127,84.2519685,3.0304287
748,236.6666667,174,75081.88,24,37.7844,84.2519685,3.0605364
749,237.0833333,174,79040.395,24,37.1939,84.2519685,3.0127059
750,237.5,175,79040.395,25,37.4782,85.03937008,3.0357342
751,237.9166667,175,80043.655,26,38.3456,85.03937008,3.1059936
752,238.3333333,176,80043.655,26,38.5337,85.82677165,3.1212297
753,238.75,176,80043.655,27,36.5703,85.82677165,2.9621943
754,239.1666667,176,79149.445,27,34.7551,85.82677165,2.8151631
755,239.5833333,176,79149.445,27,36.496,85.82677165,2.956176
756,240,176,77524.6,27,38.2368,85.82677165,3.0971808
757,240.4166667,176,77524.6,26,39.9348,85.82677165,3.2347188
758,240.8333333,176,80774.29,26,41.3695,85.82677165,3.3509295
759,241.25,176,80774.29,26,42.3052,85.82677165,3.4267212
760,241.6666667,176,84056.695,27,40.967,85.82677165,3.318327
761,242.0833333,176,84056.695,27,39.7344,85.82677165,3.2184864
762,242.5,176,85408.915,28,38.8024,85.82677165,3.1429944
763,242.9166667,177,85408.915,28,38.1645,86.61417323,3.0913245
764,243.3333333,177,85321.675,28,38.3642,86.61417323,3.1075002
765,243.75,177,85321.675,28,38.9109,86.61417323,3.1517829
766,244.1666667,177,88200.595,28,40.6882,86.61417323,3.2957442
767,244.5833333,178,88200.595,28,41.6508,87.4015748,3.3737148
768,245,178,92191.825,28,41.1652,87.4015748,3.3343812
769,245.4166667,178,92191.825,29,40.8447,87.4015748,3.3084207
770,245.8333333,178,89160.235,30,40.8754,87.4015748,3.3109074
771,246.25,179,94002.055,31,39.8998,88.18897638,3.2318838
772,246.6666667,179,94002.055,32,37.5347,88.18897638,3.0403107
773,247.0833333,179,93402.28,32,39.7332,88.18897638,3.2183892
774,247.5,180,93402.28,32,41.6276,88.97637795,3.3718356
775,247.9166667,180,98767.54,32,40.8091,88.97637795,3.3055371
776,248.3333333,180,98767.54,32,40.2869,88.97637795,3.2632389
777,248.75,180,101700.985,32,40.7027,88.97637795,3.2969187
778,249.1666667,181,101700.985,32,40.9864,89.76377953,3.3198984
779,249.5833333,181,100545.055,32,40.8015,89.76377953,3.3049215
780,250,181,100545.055,32,40.6671,89.76377953,3.2940351
781,250.4166667,181,103325.83,32,40.7619,89.76377953,3.3017139
782,250.8333333,182,103325.83,33,41.0127,90.5511811,3.3220287
783,251.25,182,111504.58,32,41.6641,90.5511811,3.3747921
784,251.6666667,182,103075.015,32,41.8331,90.5511811,3.3884811
785,252.0833333,182,103075.015,31,41.2786,90.5511811,3.3435666
786,252.5,182,103075.015,31,41.1309,90.5511811,3.3316029
787,252.9166667,182,107753.26,31,41.5008,90.5511811,3.3615648
788,253.3333333,182,107753.26,30,41.8113,90.5511811,3.3867153
789,253.75,182,107447.92,30,42.0519,90.5511811,3.4062039
790,254.1666667,183,107447.92,30,41.7973,91.33858268,3.3855813
791,254.5833333,183,107535.16,30,41.0855,91.33858268,3.3279255
792,255,183,110457.7,30,40.6372,91.33858268,3.2916132
793,255.4166667,183,110457.7,30,40.4743,91.33858268,3.2784183
794,255.8333333,184,105877.6,30,40.6934,92.12598425,3.2961654
795,256.25,184,105877.6,30,41.3262,92.12598425,3.3474222
796,256.6666667,184,106444.66,30,41.8956,92.12598425,3.3935436
797,257.0833333,184,106444.66,30,42.4016,92.12598425,3.4345296
798,257.5,184,109116.385,30,42.3336,92.12598425,3.4290216
799,257.9166667,184,109116.385,30,41.8146,92.12598425,3.3869826
800,258.3333333,184,109116.385,30,40.8652,92.12598425,3.3100812
801,258.75,184,106401.04,30,39.6042,92.12598425,3.2079402
802,259.1666667,184,106401.04,30,40.2495,92.12598425,3.2602095
803,259.5833333,184,107458.825,30,42.8011,92.12598425,3.4668891
804,260,185,107458.825,30,43.7828,92.91338583,3.5464068
805,260.4166667,184,110130.55,30,43.0639,92.12598425,3.4881759
806,260.8333333,185,110130.55,30,42.4136,92.91338583,3.4355016
807,261.25,185,109432.63,30,41.8265,92.91338583,3.3879465
808,261.6666667,185,109432.63,30,41.3353,92.91338583,3.3481593
809,262.0833333,185,113489.29,30,40.9567,92.91338583,3.3174927
810,262.5,185,113489.29,29,41.4871,92.91338583,3.3604551
811,262.9166667,186,112562.365,29,43.6334,93.7007874,3.5343054
812,263.3333333,186,112562.365,29,44.1773,93.7007874,3.5783613
813,263.75,186,117098.845,30,43.2421,93.7007874,3.5026101
814,264.1666667,186,117098.845,30,42.813,93.7007874,3.467853
815,264.5833333,186,117240.61,30,43.3663,93.7007874,3.5126703
816,265,186,117240.61,29,44.0068,93.7007874,3.5645508
817,265.4166667,186,116935.27,29,44.9235,93.7007874,3.6388035
818,265.8333333,187,116935.27,29,44.9083,94.48818898,3.6375723
819,266.25,187,115910.2,29,42.913,94.48818898,3.475953
820,266.6666667,187,115910.2,29,41.7332,94.48818898,3.3803892
821,267.0833333,187,114481.645,29,43.4445,94.48818898,3.5190045
822,267.5,188,114481.645,29,44.7441,95.27559055,3.6242721
823,267.9166667,188,116193.73,29,44.584,95.27559055,3.611304
824,268.3333333,188,116193.73,30,44.4596,95.27559055,3.6012276
825,268.75,188,117425.995,30,44.4619,95.27559055,3.6014139
826,269.1666667,188,117425.995,30,44.2679,95.27559055,3.5856999
827,269.5833333,188,113663.77,30,43.3781,95.27559055,3.5136261
828,270,189,113663.77,30,42.9549,96.06299213,3.4793469
829,270.4166667,189,114590.695,30,45.3973,96.06299213,3.6771813
830,270.8333333,189,114590.695,30,46.8365,96.06299213,3.7937565
831,271.25,189,115310.425,30,45.0992,96.06299213,3.6530352
832,271.6666667,189,115310.425,30,43.8701,96.06299213,3.5534781
833,272.0833333,189,116520.88,30,43.6276,96.06299213,3.5338356
834,272.5,189,116520.88,30,43.4766,96.06299213,3.5216046
835,272.9166667,189,117120.655,30,43.6499,96.06299213,3.5356419
836,273.3333333,190,117120.655,30,43.8054,96.8503937,3.5482374
837,273.75,190,113511.1,29,43.0905,96.8503937,3.4903305
838,274.1666667,190,116520.88,30,42.3756,96.8503937,3.4324236
839,274.5833333,190,116520.88,30,46.24,96.8503937,3.74544
840,275,190,115506.715,31,47.2544,96.8503937,3.8276064
841,275.4166667,190,115506.715,31,46.4649,96.8503937,3.7636569
842,275.8333333,190,112366.075,31,45.492,96.8503937,3.684852
843,276.25,191,112366.075,31,44.4734,97.63779528,3.6023454
844,276.6666667,190,110839.375,31,43.8339,96.8503937,3.5505459
845,277.0833333,191,110839.375,31,43.3014,97.63779528,3.5074134
846,277.5,191,109160.005,31,43.2112,97.63779528,3.5001072
847,277.9166667,191,109160.005,31,43.2457,97.63779528,3.5029017
848,278.3333333,191,109061.86,31,44.2513,97.63779528,3.5843553
849,278.75,192,109061.86,31,45.673,98.42519685,3.699513
850,279.1666667,192,109061.86,32,45.1691,98.42519685,3.6586971
851,279.5833333,192,109498.06,32,43.3813,98.42519685,3.5138853
852,280,192,109498.06,31,43.3573,98.42519685,3.5119413
853,280.4166667,192,111199.24,30,44.6105,98.42519685,3.6134505
854,280.8333333,192,114841.51,30,46.7503,98.42519685,3.7867743
855,281.25,192,114841.51,30,50.6111,98.42519685,4.0994991
856,281.6666667,192,119857.81,31,49.6572,98.42519685,4.0222332
857,282.0833333,192,120206.77,31,47.8399,98.42519685,3.8750319
858,282.5,192,120206.77,32,46.898,98.42519685,3.798738
859,282.9166667,192,123630.94,32,46.6878,98.42519685,3.7817118
860,283.3333333,192,126051.85,33,47.0524,98.42519685,3.8112444
861,283.75,192,126051.85,34,45.7197,98.42519685,3.7032957
862,284.1666667,193,134906.71,36,46.771,99.21259843,3.788451
863,284.5833333,193,134186.98,37,51.6207,99.21259843,4.1812767
864,285,193,137829.25,39,49.3564,99.21259843,3.9978684
865,285.4166667,193,137829.25,40,46.3987,99.21259843,3.7582947
866,285.8333333,194,144045.1,40,43.8042,100,3.5481402
867,286.25,194,151580.455,42,47.3731,100,3.8372211
868,286.6666667,194,139443.19,43,44.268,100,3.585708
869,287.0833333,194,139443.19,44,44.3797,100,3.5947557
870,287.5,194,137273.095,44,44.9647,100,3.6421407
871,287.9166667,194,133903.45,44,41.6992,100,3.3776352
872,288.3333333,194,132671.185,44,47.3279,100,3.8335599
873,288.75,194,132671.185,45,47.5766,100,3.8537046
874,289.1666667,194,130828.24,46,46.9632,100,3.8040192
