time,VO2,VO2_rel
12.44,0.76802687,10.24035827
16.52,0.826890184,11.02520245
20.88,0.696554251,9.287390016
24.48,0.704930344,9.399071257
28.68,0.760060331,10.13413775
32.58,0.733701159,9.782682121
37.48,0.855864891,11.41153187
41.44,0.608681734,8.115756448
45.8,0.778039966,10.37386621
49.88,0.778655253,10.38207004
53.56,0.688717102,9.182894695
57.2,0.753382002,10.04509336
61.1,0.673641669,8.981888918
64.64,0.670914967,8.945532897
69.1,0.727722838,9.702971171
72.96,0.656946282,8.759283757
76.54,0.64143347,8.552446264
80.22,0.731000728,9.746676374
84.26,0.801057765,10.6807702
91.04,0.725480432,9.673072421
96.64,0.705037677,9.400502356
100.68,0.680352048,9.071360642
104.38,0.685111502,9.13482003
107.94,0.690463927,9.206185695
111.68,0.713937969,9.519172918
115.4,0.739792223,9.863896309
118.88,0.789354164,10.52472219
122.54,0.68086205,9.078160669
126.04,0.689611951,9.194826017
129.5,0.695308822,9.270784289
132.94,0.689667614,9.195568187
136.54,0.737758696,9.836782611
140.08,0.728009835,9.706797801
143.88,0.714928614,9.532381519
147.52,0.960887053,12.81182737
152.32,0.656563907,8.754185429
156.52,0.620955492,8.279406553
162.14,0.604158268,8.055443571
167.06,0.56532936,7.537724799
170.8,0.61267163,8.168955061
175.84,0.603952488,8.05269984
179.74,0.753600676,10.04800901
183.4,0.734450456,9.792672745
187.44,0.811718537,10.82291383
191.14,0.726306547,9.684087295
194.64,0.696283799,9.283783989
198.26,0.725239471,9.669859611
202.22,0.661956959,8.826092782
206.12,0.770906118,10.27874824
210.12,0.70161207,9.354827595
214.26,0.685030391,9.13373854
218.14,0.693168928,9.24225237
221.84,0.647062695,8.627502598
225.3,0.697792644,9.30390192
228.82,0.697775042,9.303667222
232.36,0.692627389,9.235031855
236.22,0.744863178,9.931509039
239.82,0.710964674,9.479528992
243.62,0.711796369,9.490618257
247.44,0.822003202,10.9600427
251.68,0.84052462,11.20699494
255.26,0.550386354,7.338484717
259.36,0.46029154,6.137220532
262.78,0.758446391,10.11261855
266.46,0.797747484,10.63663311
270.62,0.790674058,10.54232077
274.24,0.737559953,9.834132711
280.34,0.82275642,10.9700856
284.46,0.709745873,9.463278313
288.38,0.710738988,9.476519839
292,0.707146001,9.428613351
295.66,0.704821176,9.397615679
299.06,0.726338875,9.684518329
302.5,0.795144054,10.60192073
307.12,0.724125874,9.655011652
311.26,0.90828433,12.11045773
314.8,0.858362924,11.44483898
320.08,0.926065478,12.34753971
324.08,0.814571162,10.86094882
330.18,1.059982244,14.13309659
339.12,0.877366805,11.69822407
347.04,0.836538654,11.15384871
351.2,0.780641763,10.40855684
357,0.867095733,11.56127644
363,1.295289164,17.27052219
367.52,0.874187951,11.65583934
371.1,1.233505496,16.44673995
374.72,1.002752961,13.37003948
378.48,1.129073333,15.05431111
381.96,1.04648635,13.95315133
385.52,1.147607027,15.30142703
388.7,1.023098945,13.64131927
392.28,0.967034514,12.89379352
395.5,1.079065441,14.38753921
398.46,1.242326795,16.56435726
401.48,1.164624295,15.52832393
404.26,1.110833017,14.81110689
407.2,1.106474357,14.75299143
410.12,1.151656008,15.35541344
413.18,1.135169549,15.13559399
416.28,1.338703006,17.84937342
420.42,1.118048539,14.90731385
423.64,1.323297056,17.64396075
426.7,1.156921353,15.42561804
429.68,1.303066179,17.37421572
434.04,1.324596221,17.66128294
438.1,1.333668127,17.7822417
441.78,1.351051574,18.01402099
445.16,1.370681853,18.27575804
448.3,1.323049004,17.64065339
451.22,1.331149545,17.7486606
454.14,1.305776049,17.41034732
457.38,0.913681602,12.18242137
462.62,1.649687386,21.99583182
466.66,1.373830645,18.31774193
469.92,1.418910267,18.91880356
472.82,1.492823308,19.90431078
477.44,1.547301663,20.63068884
483.38,1.313373981,17.51165308
488.24,1.508633229,20.11510972
493.38,1.452038613,19.36051483
497.26,1.588429573,21.17906097
501.2,1.587351149,21.16468198
