time,VO2,VO2_rel
9.56,0.623118953,8.397829556
12.7,0.715880908,9.647990676
17.84,0.770543694,10.3846859
20.06,0.767553299,10.34438409
22.82,0.763760522,10.29326848
26,0.746552884,10.06135962
30.78,0.851150122,11.4710259
33.76,1.015152196,13.68129645
36.18,1.278436231,17.2295988
39.18,1.141895057,15.38942125
44.22,1.286118296,17.33313067
47.78,1.565043471,21.09223007
52.82,1.403588192,18.9162829
55.32,1.07496881,14.48745027
60.42,1.762895331,23.75869718
64.24,1.614980023,21.76522943
67.86,1.659314337,22.36272692
72.44,1.419294415,19.12795707
76.98,1.653097244,22.2789386
81.62,1.591168133,21.44431446
86.08,1.760916686,23.73203081
89.9,1.82260382,24.5633938
93.64,1.810550253,24.4009468
97.48,1.753777797,23.63581937
101.08,1.685694677,22.71825711
104.42,2.01851708,27.20373423
108,1.788807198,24.10791371
111.76,1.848023476,24.90597677
115.66,1.702996705,22.95143807
119.02,2.0224748,27.25707278
122.36,1.895146755,25.54106139
126.18,1.750015529,23.58511495
130.42,1.804531217,24.31982772
134.44,2.090688296,28.17639213
137.98,1.860562001,25.07495958
141.42,2.067456122,27.86329005
144.98,1.989480361,26.81240379
148.7,2.093281817,28.21134524
152.06,2.208923933,29.76986432
155.22,2.150953643,28.98859357
158.76,1.970450996,26.55594335
162.28,2.020162145,27.22590492
165.7,2.016506434,27.17663658
169.14,2.035857357,27.43743068
172.62,2.045393041,27.56594395
175.86,2.058112224,27.73736151
179.08,1.97991687,26.68351577
182.76,1.8252551,24.59912534
186.1,1.918451636,25.85514335
190.58,1.651630506,22.25917123
193.64,2.226473313,30.00637888
197.04,2.024823721,27.28872939
200.76,1.821891586,24.55379496
204.34,1.784298135,24.04714467
207.94,1.916497726,25.82881032
211.6,1.827427537,24.62840346
214.74,2.126842954,28.66365168
218,1.955202333,26.35043575
221.14,1.939417641,26.13770406
224.28,2.034559176,27.41993499
227.66,1.924552602,25.9373666
230.9,1.987173089,26.78130848
234.18,1.939975245,26.14521893
238.72,1.578825409,21.27797047
241.8,2.262306591,30.48930716
244.86,2.107987453,28.4095344
248.52,1.925115044,25.94494669
251.86,2.103137299,28.34416846
255.14,2.159287081,29.10090406
258.72,2.046996085,27.58754832
262.08,2.003516167,27.00156559
265.46,1.973429877,26.59608999
269.22,1.741091435,23.46484414
272.64,1.998860914,26.93882633
275.78,2.005899011,27.03367939
279.14,2.063955924,27.81611758
282.56,1.923208242,25.91924855
285.92,1.84885233,24.9171473
290.6,1.618567538,21.81357868
293.96,2.175214863,29.3155642
297.96,1.768753173,23.83764384
301.82,1.881464445,25.35666369
305.62,1.965253456,26.48589563
309.64,1.864093616,25.12255547
313.74,1.856492234,25.02011098
317.48,1.901694918,25.62931157
321.04,1.916621573,25.83047942
324.36,1.960868354,26.42679722
328.76,1.72680837,23.27235
332.64,1.900316771,25.61073815
336.3,2.029110463,27.34650219
339.46,1.988368127,26.79741411
342.48,1.999246464,26.94402242
345.42,2.056271319,27.71255147
348.72,1.978800987,26.66847692
353.5,1.960677271,26.42422198
357.24,2.006203995,27.03778969
360.82,2.222118748,29.94769202
364.48,1.922934806,25.91556343
368.22,1.945731628,26.22279823
371.4,2.183754534,29.4306541
374.52,2.271146408,30.60844215
377.84,2.083794791,28.08348776
381.12,2.273300282,30.63747011
383.94,2.425889418,32.69392746
386.7,2.322848357,31.30523392
389.3,2.395923729,32.2900772
392.4,2.226540577,30.00728541
396.04,2.00156748,26.97530296
399.2,2.147378673,28.94041339
401.96,2.497275369,33.65600228
404.66,2.494996465,33.62528928
407.3,2.389064531,32.19763519
410.02,2.300207527,31.00010144
413.66,1.976363413,26.63562551
415.88,2.57695171,34.72980741
418.96,2.364773906,31.87026827
421.78,2.377560179,32.04259002
424.66,2.340406148,31.54186183
427.3,2.49982079,33.69030714
429.64,2.620299591,35.31401067
431.98,2.520143647,33.96420009
434.06,2.737975242,36.89993588
437,2.273232513,30.63655678
439.84,2.281659392,30.75012658
442.1,2.615823897,35.25369133
444.58,2.466102155,33.2358781
447.32,2.275513451,30.66729718
450.3,2.262529884,30.49231649
453.36,2.295358529,30.93475107
455.76,2.612179367,35.20457368
458.92,1.735144973,23.38470315
461.98,2.577968868,34.74351574
464.88,2.285504404,30.80194615
468.12,2.297321568,30.96120712
470.92,2.528804487,34.080923
473.9,2.322054573,31.29453603
476.72,2.612001918,35.20218218
479.66,2.228562585,30.03453618
483.34,1.942115927,26.17406909
486.16,2.673259518,36.0277563
488.96,2.429238589,32.73906454
491.66,2.383174844,32.11825935
494.32,2.294969608,30.92950954
497.42,2.141022163,28.85474613
499.88,2.480531118,33.43033852
502.32,2.467525502,33.25506067
504.98,2.376639069,32.03017613
507.96,2.067491819,27.86377114
510.08,2.740898489,36.93933274
512.56,2.505316007,33.76436667
514.84,2.415274292,32.55086646
517.84,2.149395944,28.96760032
520.86,2.319544206,31.26070358
523.76,2.379552396,32.0694393
