time,VO2,VO2_rel
7.92,0.585952362,11.64915232
10.62,0.509432332,10.12787936
13.24,0.501163963,9.963498263
15.74,0.532862916,10.59369614
18.4,0.58493968,11.62901949
20.86,0.693070442,13.77873643
24.28,0.750574216,14.9219526
27.32,0.450160949,8.949521842
29.96,0.58437697,11.6178324
33.28,0.853203762,16.96230143
35.7,0.67816984,13.48250178
37.9,0.592562776,11.78057209
40.46,0.758362973,15.07679866
45.04,0.996798751,19.81707258
48.78,0.450299332,8.952273007
51.02,0.656770541,13.05706842
53.48,0.781995918,15.54663854
56.7,1.000327003,19.88721676
59.14,1.018807297,20.25461822
61.64,1.042788203,20.73137581
64.14,0.916880233,18.22823526
66.66,0.86864188,17.26922227
69.18,0.990429038,19.69043814
71.64,0.988356678,19.64923814
74.04,0.995728203,19.79578932
76.5,1.008552807,20.05075162
79.24,0.934832623,18.58514161
81.82,0.85942693,17.08602247
84.36,0.892095191,17.73549087
86.76,0.904223787,17.97661603
89.24,0.919716549,18.28462324
91.76,0.955199294,18.99004561
94.16,0.976915748,19.42178426
96.7,1.035878713,20.5940102
99.28,0.989013278,19.66229181
101.84,0.989119517,19.66440392
105.44,1.2690568,25.22975746
107.76,0.766014936,15.22892516
110.38,1.028935283,20.45596985
112.76,1.095927331,21.78781969
115.28,0.966734413,19.21937203
117.66,0.93334958,18.55565766
120.38,1.092117776,21.71208303
123.16,1.047704276,20.82911085
126.04,1.130452668,22.4742081
128.56,1.101657914,21.90174779
131.24,1.156903223,23.00006407
133.88,1.058108383,21.03595194
136.18,1.100914781,21.88697379
138.58,1.104066874,21.94963965
141.06,1.157556208,23.01304588
143.68,1.209706852,24.04983801
147.36,1.289377795,25.63375338
149.72,1.096021791,21.78969764
152.26,1.066216515,21.19714742
154.56,1.096951963,21.80819012
156.94,1.086651671,21.60341294
159.34,1.056164302,20.99730222
161.54,1.11824922,22.23159484
163.94,1.143511729,22.7338316
166.32,1.131257483,22.49020841
168.66,1.085229069,21.5751306
171.14,1.060227159,21.07807473
173.7,1.060365168,21.08081846
176.2,1.088824271,21.64660578
178.76,1.044863167,20.77262758
181.2,1.044564978,20.76669937
183.8,1.024655192,20.37087856
186.12,1.012256994,20.12439351
188.84,1.019860001,20.27554674
191.36,1.007496569,20.02975286
193.8,0.955119582,18.98846088
196.18,0.970312973,19.29051636
198.56,0.945118916,18.78964048
201.06,0.949451385,18.87577307
204.76,1.019594585,20.27027008
207.2,0.846596282,16.83094
209.68,0.843445544,16.76830107
212.22,0.844112983,16.78157024
214.48,0.874427439,17.38424331
216.84,0.879026365,17.47567326
219.36,0.907758342,18.04688552
222.1,0.999506703,19.8709086
224.88,0.951193091,18.91039943
227.9,1.00444364,19.96905844
230.48,0.899199955,17.87673866
232.98,0.927440871,18.4381883
235.74,1.000038651,19.88148411
238.36,0.987229863,19.62683625
