time,VO2,VO2_rel
7,0.298376666,3.577657867
10.44,0.407515015,4.886271162
14.16,1.214348172,14.56052964
19.6,0.324145447,3.886636052
23.72,1.167613395,14.00016061
30.32,0.64061073,7.681183811
34.22,0.589742371,7.071251451
37.26,0.877210967,10.51811711
41.2,0.632106932,7.579219814
45.8,1.120990072,13.44112796
49.8,0.277169889,3.323379961
54.28,1.142818964,13.70286528
58.44,0.726527219,8.711357547
62.04,0.697276017,8.3606237
65.04,0.815123136,9.773658703
69.4,0.62980968,7.55167482
72.08,1.036070327,12.4229056
74.82,0.991445557,11.88783642
77.62,0.959410993,11.50372893
80.28,0.934867889,11.20944711
83.5,0.943708883,11.31545423
88.78,0.80833708,9.692291122
95.26,0.649474997,7.787469991
98.38,0.767142812,9.198355057
101.24,0.899616985,10.7867744
103.98,0.824632099,9.887675053
106.88,0.910757717,10.92035632
112.08,0.614564523,7.368879177
116.66,1.156199443,13.86330267
127,0.683881013,8.200012152
130.54,0.708637698,8.496854893
133.8,0.622260666,7.461159061
136.72,0.773845434,9.278722234
140.44,0.767430138,9.201800219
143.32,1.330499133,15.95322701
146.56,0.87650072,10.50960096
150.42,0.579020233,6.94268865
153.36,0.798157426,9.570232924
155.92,0.838638657,10.05561939
158.1,1.249013983,14.97618685
160.52,0.881807969,10.57323704
163.1,0.842785366,10.10534012
165.5,0.780249732,9.355512374
168.58,0.944106438,11.32022108
171.24,0.888888829,10.65813943
173.44,0.874104886,10.48087394
179.08,0.767738121,9.205493057
181.58,0.942445053,11.3003004
184.52,0.711201552,8.527596549
188.02,0.10877945,1.304309956
189.8,0.342243705,4.10364155
193.14,2.123692987,25.46394469
197.24,0.479906135,5.754270209
199.82,0.756687803,9.072995246
203.88,0.511525899,6.133404066
206.78,0.817017535,9.796373324
209.74,0.882403232,10.58037449
213.12,0.762893764,9.147407248
215.84,0.930684995,11.15929251
218.48,0.857244391,10.27870973
221.1,0.868596755,10.41482919
223.46,0.767087895,9.197696585
226.64,0.860161337,10.31368509
229.52,0.629375216,7.546465419
232.78,0.616262049,7.389233201
235.66,0.750724406,9.001491684
238.08,1.115492404,13.37520868
241.26,0.902730972,10.82411237
245.04,1.003370512,12.03082149
247.78,0.022912314,0.274727991
256.2,0.751076212,9.005709981
259.5,0.505621858,6.062612207
262.12,0.94568437,11.33914113
264.56,0.834373255,10.00447548
267,0.863768243,10.35693337
271.24,1.094527724,13.12383363
274.54,0.100779098,1.208382464
276.68,0.036154573,0.433508075
283.04,1.175158043,14.09062402
287.52,0.485125721,5.816855168
290.04,0.921655382,11.05102376
292.38,1.09112619,13.08304785
294.96,0.56444254,6.767896161
296.8,1.651819923,19.80599428
299.22,1.039542572,12.46453924
303.36,0.699943871,8.392612365
305.6,1.389450552,16.66007856
307.66,1.635261893,19.60745676
309.8,1.408659504,16.89040172
312.12,1.016261868,12.1853941
314.88,1.167290248,13.99628595
318.92,0.622289444,7.46150412
321.12,1.3909763,16.6783729
324.96,1.228494771,14.73015313
328.2,1.256739472,15.06881861
331.24,0.722462219,8.662616529
333.64,1.243667071,14.91207519
336.2,1.166107483,13.98210411
338.32,1.350124133,16.18853877
340.32,1.060813043,12.71958085
342.82,1.140532852,13.67545387
345.28,0.896260669,10.7465308
347.56,0.933008501,11.18715229
352.32,0.777118781,9.317970991
354.12,1.363478135,16.34865869
356.42,1.307501209,15.67747253
359.5,0.805297174,9.655841414
361.16,2.008461753,24.08227521
364.7,0.923147805,11.06891853
367.34,1.109173507,13.29944253
370.38,1.380291847,16.55026196
373.02,1.208002336,14.48444048
378.04,1.004135535,12.03999442
380.38,1.197559348,14.3592248
382.52,1.339075254,16.0560582
385.44,1.564119421,18.75442951
387.9,1.058671221,12.69389953
390.52,1.204942274,14.44774909
393.52,0.89274544,10.70438177
398.24,1.369717494,16.42347115
400.66,0.98684764,11.83270552
402.52,1.432547022,17.17682281
405.08,1.580194773,18.94717954
407.12,1.475430411,17.69101212
409.02,1.475686075,17.69407764
410.88,1.170727021,14.03749425
412.8,1.480916687,17.7567948
414.64,1.552877012,18.61962844
416.5,1.410072019,16.90733836
418.34,1.449734149,17.38290346
421.94,0.997202521,11.95686476
423.82,1.618829445,19.41042501
426.14,1.534836721,18.403318
427.92,1.529492022,18.33923288
429.78,1.322048519,15.85190071
431.8,1.525086269,18.2864061
433.68,1.628907067,19.5312598
435.46,1.538050777,18.44185585
437.66,1.411856278,16.92873236
439.64,1.365832882,16.37689306
441.56,1.482323177,17.7736592
443.88,1.650579265,19.79111828
446.2,1.572443977,18.85424433
448.06,1.566394518,18.78170885
450.14,1.555252237,18.64810836
452.12,1.542940844,18.50048974
455.18,1.030576521,12.35703263
456.9,1.884176313,22.59204212
459.34,1.432822815,17.18012967
461.4,1.519372146,18.21789144
463.24,1.593830012,19.1106716
465.74,1.640263572,19.66742892
467.7,1.69561315,20.33109292
470,1.857804037,22.27582778
471.76,1.575855168,18.8951459
473.38,1.445958273,17.33762917
476.68,0.964023414,11.55903375
478.46,2.201151448,26.39270321
480.56,1.782607775,21.37419395
482.48,1.85356929,22.22505143
484.4,1.708279464,20.48296719
486.46,1.697403851,20.35256416
488.3,1.719203955,20.6139563
490.8,2.017220821,24.18730002
492.88,1.515470415,18.17110809
494.54,1.747169081,20.94926955
496.22,1.576323955,18.90076685
498.32,1.744772553,20.92053421
500.14,1.590737533,19.07359153
503.16,1.021716393,12.25079608
504.96,2.165893959,25.96995155
506.78,1.943464737,23.30293449
509.02,2.445000416,29.31655175
510.98,1.504669539,18.04160119
512.72,1.573366986,18.86531158
514.34,1.831635925,21.96206145
515.96,1.795273394,21.52605988
519.14,2.059887659,24.69889279
520.92,1.431292689,17.16178284
522.3,1.764615446,21.15845859
523.72,1.727138516,20.70909491
525.18,1.676357679,20.10021198
526.68,1.52071362,18.23397625
528.18,1.897822654,22.75566731
529.66,1.958841878,23.48731269
532.56,1.191462856,14.28612537
534.24,1.772963693,21.25855747
535.82,1.938758862,23.24650914
537.4,2.092249136,25.0869201
539,2.108180311,25.27794138
540.52,2.168749048,26.00418522
542.3,1.851701631,22.20265745
543.92,1.848025424,22.15857823
545.38,2.106669809,25.25982984
547.2,2.403052348,28.81357732
549.2,1.589775713,19.0620589
550.58,1.947334589,23.3493356
552.1,2.152852842,25.81358324
553.5,1.958060801,23.47794726
555,1.95394311,23.42857446
556.34,1.914199712,22.95203491
558.02,1.916261725,22.9767593
559.38,1.785676793,21.41099272
560.88,2.276417859,27.29517816
562.3,2.414030909,28.94521473
563.82,2.250245847,26.98136508
565.38,1.998929639,23.96798129
567.32,1.611370768,19.32099242
569.2,2.099110863,25.169195
570.72,2.421359232,29.03308431
573.58,1.393622884,16.71010652
574.94,2.438967182,29.24421082
576.36,2.381970931,28.56080253
577.8,2.115702939,25.36814076
579.04,2.272430586,27.24736913
580.36,2.161815188,25.92104542
581.82,2.283364864,27.37847559
583.5,2.588152294,31.03300112
585.04,2.372953877,28.45268438
588.02,1.39204968,16.69124317
589.6,2.258361862,27.0786794
591,2.555075197,30.63639325
592.52,2.842792248,34.08623799
593.96,1.934780487,23.1988068
595.26,2.546733258,30.53637
596.84,2.729549737,32.72841411
598.44,2.436479088,29.21437755
