time,VO2,VO2_rel
7.06,0.680741588,11.47962205
9.44,0.838951374,14.14757798
11.84,0.883627275,14.90096585
14.26,0.845187879,14.25274669
16.66,0.798856351,13.47143932
19.02,0.805106138,13.576832
21.22,0.846664373,14.27764541
23.7,1.028003354,17.33563835
26.28,1.010740277,17.04452406
28.72,1.019177421,17.18680306
31.14,1.225772816,20.67070515
34,1.232061671,20.77675668
36.42,1.167043166,19.6803232
38.86,1.3047257,22.00211973
41.48,1.289860234,21.75143734
44.16,1.482904378,25.00681919
46.88,1.358708041,22.91244589
51.44,1.541717697,25.9986121
53.78,1.466713138,24.73377974
56.06,1.397141251,23.56056072
58.36,1.472583743,24.83277812
61.02,1.555167236,26.22541713
64.08,1.469900775,24.78753414
66.6,1.589699593,26.80775031
69.22,1.534196974,25.87178708
72.08,1.557969315,26.27266973
75.2,1.446653594,24.39550748
78.12,1.648901369,27.80609391
81.04,1.819509568,30.68312931
84.56,1.965255491,33.14090204
87.16,1.704900314,28.75042688
89.52,1.709457263,28.82727256
92.1,1.568686864,26.45340411
94.42,1.642473091,27.69769124
96.74,1.755277015,29.59994967
99.16,1.786528324,30.12695318
101.76,1.525359075,25.72275
104.24,1.754933506,29.59415694
106.6,1.681365664,28.3535525
109.02,1.698435543,28.64140882
111.38,1.739517114,29.33418405
113.64,1.667829159,28.12528092
116.94,1.676723567,28.27527094
118.94,1.575119421,26.56187893
121.1,1.585408542,26.73538857
123.18,1.773585164,29.90868743
125.32,1.811559067,30.54905678
127.42,1.647765634,27.78694155
129.66,1.691295392,28.52100155
131.98,1.712783578,28.88336557
134.38,1.687767323,28.46150629
136.52,1.901521722,32.06613359
138.78,1.749241913,29.49817729
140.8,1.826151076,30.79512776
142.9,1.843130514,31.08145893
145.1,1.814951969,30.60627267
147.04,1.832961398,30.90997299
149,1.79040246,30.19228431
151.08,1.739128627,29.32763283
153.18,1.786621932,30.12853174
155.28,1.860100752,31.36763494
157.34,1.709777724,28.83267663
160.16,1.714631213,28.91452299
162.32,1.532599059,25.8448408
164.46,1.953198892,32.93758671
166.58,1.81032324,30.52821652
168.88,1.703501755,28.72684241
172.14,1.669794835,28.15842892
174.06,1.671995125,28.19553331
